ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
19.0 0.0 736.3 760.5 291.94841 61.32496 0.02365 0.00314 -56.3790470409 -0.00915 0.00431689703375 -0.02181 0.00467590632926 14.94626 0.02977
19.0 1.0 743.1 765.5 291.94865 61.32534 0.00409 0.00124 79.0910940399 -0.0038 0.00122 0.00152 0.0014 14.92761 0.02888
19.0 2.0 739.8 763.0 291.94842 61.32546 0.00678 0.00227 -73.1724400162 -0.00565 0.00213 -0.00376 0.00257 14.92916 0.02862
19.0 4.0 736.1 761.5 291.94837 61.32535 0.00453 0.00188 -83.8237254276 -0.00443 0.00187 -0.00097 0.00221 14.94982 0.03755
19.0 6.0 732.6 757.5 291.94833 61.32528 0.01628 0.00232 -65.4375097819 -0.01066 0.00176 -0.01231 0.00266 14.89647 0.02263
19.0 7.0 724.4 755.8 291.94819 61.32519 0.00723 0.00339 86.9979116127 -0.00719 0.00338 0.00076 0.00378 14.94777 0.03449
19.0 8.0 734.8 763.2 291.94854 61.32532 0.00862 0.00152 -79.1713081312 -0.00801 0.00146 -0.00318 0.00185 14.92856 0.03025
19.0 13.0 729.6 751.6 291.94812 61.32516 0.00828 0.00239 -70.5139158468 -0.00644 0.00179 -0.00521 0.00309 14.89373 0.02638
19.0 14.0 733.8 763.5 291.94829 61.3252 0.01027 0.00309 -65.0364393253 -0.00661 0.00277 -0.00786 0.00329 14.9861 0.04851
19.0 18.0 736.1 765.5 291.94811 61.3252 0.01125 0.00212 -63.9592786705 -0.00692 0.00185 -0.00888 0.00227 14.95467 0.02326
19.0 19.0 736.8 762.2 291.94861 61.32561 0.00709 0.00198 -68.9268227542 -0.00526 0.00184 -0.00476 0.00214 14.95273 0.03818
19.0 27.0 738.3 760.2 291.94849 61.32538 0.00561 0.00125 86.2186890113 -0.00556 0.00125 0.00074 0.00142 14.93405 0.04969
19.0 30.0 741.8 761.2 291.94813 61.32537 0.00433 0.002 -68.8752565527 -0.00321 0.00188 -0.00291 0.00213 15.00388 0.03828
19.0 37.0 738.8 761.0 291.94837 61.32497 0.0298 0.0062 -74.9371500252 -0.02578 0.0057 -0.01496 0.00749 14.92368 0.02831
