ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
73.0 0.0 615.1 1849.5 291.97734 61.19669 0.02657 0.00606 5.17953846798 0.0033 0.00586586736979 0.02636 0.00696608929027 17.04077 0.07074
73.0 1.0 616.6 1849.2 291.9771 61.19715 0.03138 0.00753 0.1024 0.00921 0.0063 0.03 0.00764 17.02739 0.07387
73.0 3.0 620.6 1847.5 291.97715 61.19704 0.02091 0.00585 0.1199 0.00552 0.00494 0.02017 0.00592 16.85833 0.15828
73.0 4.0 618.1 1851.5 291.97722 61.19699 0.03315 0.01153 0.1446 -0.01007 0.00934 0.03159 0.01173 17.01198 0.12539
73.0 5.0 624.3 1846.2 291.97731 61.19697 0.01725 0.00677 0.1573 0.0015 0.00542 0.01719 0.00678 17.07133 0.08721
73.0 7.0 619.4 1844.5 291.97721 61.197 0.02854 0.00834 0.1158 0.00062 0.00661 0.02853 0.00834 17.10115 0.05854
73.0 9.0 624.9 1847.8 291.97712 61.19703 0.03399 0.0076 0.0926 -0.00629 0.00624 0.0334 0.00764 16.96843 0.10884
73.0 10.0 620.9 1853.5 291.9772 61.19713 0.02977 0.00911 0.1058 -0.00082 0.0063 0.02976 0.00911 16.99908 0.10673
73.0 13.0 620.6 1849.5 291.9774 61.19672 0.02494 0.00605 0.1052 0.00943 0.00507 0.02308 0.0062 17.0697 0.07553
73.0 14.0 617.4 1850.5 291.97727 61.19701 0.03565 0.00777 0.0937 0.01151 0.00652 0.03374 0.00791 17.00899 0.0723
73.0 16.0 620.9 1850.5 291.97725 61.19707 0.03113 0.00844 0.1256 -0.00351 0.00781 0.03093 0.00845 17.12066 0.10822
73.0 18.0 620.1 1855.5 291.97757 61.19663 0.03915 0.0124 0.1239 -0.00134 0.0097 0.03913 0.0124 17.10821 0.10087
73.0 21.0 624.6 1850.8 291.9772 61.19698 0.02476 0.00643 0.1134 -0.00832 0.00549 0.02332 0.00654 16.96707 0.12674
73.0 23.0 621.4 1852.5 291.97713 61.19706 0.03609 0.00513 0.0595 0.00402 0.00428 0.03586 0.00514 17.05716 0.08272
73.0 24.0 621.4 1853.5 291.97734 61.19671 0.04065 0.00836 0.1022 0.02823 0.00767 0.02925 0.00895 17.00598 0.13576
73.0 29.0 619.1 1853.5 291.9774 61.19677 0.08879 0.0232 0.0972 0.01811 0.01694 0.08692 0.02344 16.88266 0.1411
73.0 31.0 625.7 1856.0 291.9772 61.19717 0.01341 0.00513 0.1535 0.00333 0.00404 0.01299 0.0052 17.12525 0.04463
73.0 32.0 620.6 1848.5 291.97765 61.19695 0.04929 0.01552 0.1259 0.01741 0.01181 0.04611 0.01598 17.16418 0.12061
73.0 33.0 616.6 1857.2 291.97762 61.19695 0.03686 0.01016 0.1091 0.003 0.00803 0.03674 0.01017 16.92325 0.13165
73.0 35.0 624.3 1848.0 291.97746 61.19665 0.02659 0.00822 0.1521 0.01812 0.00717 0.01946 0.00903 16.81552 0.23418
73.0 37.0 617.1 1847.0 291.97757 61.19698 0.09594 0.03293 0.1412 -0.00089 0.0271 0.09594 0.03293 16.61007 0.28223
