ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
8.0 1.0 1579.6 118.2 291.74025 61.40245 0.00339 0.00131 49.2113450238 -0.0005 0.00175 0.00335 0.0013 15.04676 0.02987
8.0 2.0 1576.8 116.0 291.74095 61.40188 0.01022 0.00286 65.4890759835 -0.0067 0.00338 0.00771 0.00239 15.05427 0.02997
8.0 3.0 1577.3 117.8 291.74054 61.40196 0.00767 0.00204 70.9321750372 -0.00604 0.00222 0.00474 0.0017 15.13441 0.03322
8.0 4.0 1574.3 116.8 291.74084 61.40241 0.00629 0.00241 22.3338948542 0.00447 0.00276 0.00442 0.002 15.07257 0.03875
8.0 5.0 1577.8 111.2 291.74163 61.40191 0.00514 0.00152 40.828972481 0.00075 0.00203 0.00509 0.0015 15.08364 0.01606
8.0 7.0 1558.1 106.1 291.74113 61.40173 0.01203 0.00507 -78.1170657881 -0.01101 0.00532 -0.00485 0.00353 15.07025 0.03628
8.0 12.0 1572.3 112.2 291.74091 61.4019 0.00634 0.00259 57.5879879886 -0.0027 0.00328 0.00573 0.00241 15.0855 0.02355
8.0 14.0 1569.8 116.2 291.7408 61.40179 0.01257 0.00347 -28.6650784904 0.00678 0.00429 -0.01058 0.00306 15.09969 0.04989
8.0 16.0 1567.1 113.8 291.74128 61.40166 0.00447 0.00128 -35.2311748226 0.0015 0.00164 -0.00421 0.00123 15.08372 0.02033
8.0 32.0 1579.3 115.5 291.7407 61.40192 0.00713 0.00263 37.3740369764 0.00188 0.00335 0.00688 0.00257 15.08804 0.0272
8.0 35.0 1577.1 111.5 291.74092 61.40181 0.01055 0.00219 4.3888567107 0.01043 0.0022 0.00161 0.0015 15.04459 0.06941
