ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
100.0 0.0 1216.6 1757.7 291.82998 61.20703 0.00325 0.00122 10.6742037233 -0.00235 0.00362596194133 0.00225 0.00359567796111 14.97067 0.01968
100.0 1.0 1218.8 1760.4 291.82971 61.20747 0.00509 0.00176 0.1594 -0.00509 0.00176 -0.00014 0.00162 15.03373 0.03284
100.0 2.0 1231.1 1763.4 291.83002 61.20727 0.00613 0.00135 0.0996 -0.00613 0.00135 0.00014 0.00122 14.92765 0.02888
100.0 3.0 1222.1 1756.7 291.82979 61.2073 0.00838 0.00128 0.0719 -0.00827 0.00128 0.00135 0.0012 14.97144 0.04747
100.0 4.0 1220.6 1761.2 291.82998 61.20724 0.00826 0.00205 0.1152 -0.00767 0.00208 -0.00307 0.00187 14.95865 0.03763
100.0 5.0 1226.1 1754.2 291.82995 61.20725 0.00928 0.0014 0.0738 -0.00823 0.00142 0.0043 0.00136 14.98622 0.0219
100.0 7.0 1221.3 1754.9 291.82985 61.20733 0.01061 0.00151 0.0718 -0.00681 0.00155 0.00813 0.00149 15.01304 0.01572
100.0 8.0 1217.6 1759.9 291.82999 61.20703 0.00738 0.0013 0.0831 -0.00714 0.0013 0.00188 0.00122 15.04247 0.04065
100.0 9.0 1226.6 1755.7 291.82991 61.20735 0.006 0.00149 0.1204 -0.00499 0.00152 -0.00332 0.00141 14.93354 0.03158
100.0 10.0 1222.6 1761.2 291.82988 61.2074 0.00525 0.00155 0.1498 -0.00238 0.00158 -0.00468 0.00154 14.94165 0.03035
100.0 13.0 1222.1 1757.9 291.82998 61.20705 0.00371 0.00128 0.1592 -0.00371 0.00128 0.00017 0.00118 14.95317 0.01762
100.0 20.0 1227.6 1761.2 291.82989 61.20749 0.00854 0.0022 0.1394 0.00344 0.00242 -0.00781 0.00216 14.9355 0.02868
100.0 23.0 1222.8 1761.4 291.8298 61.20735 0.00522 0.00119 0.1097 -0.0045 0.00122 0.00265 0.00112 15.03389 0.03468
