ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
99.0 2.0 1374.2 1248.8 291.79428 61.26756 0.00819 0.0031 0.1651 0.00742 0.0032 0.00348 0.00258 16.07373 0.04995
99.0 3.0 1366.5 1242.8 291.79346 61.26764 0.01549 0.00234 0.0939 0.00155 0.00291 -0.01541 0.00233 16.04057 0.08377
99.0 7.0 1367.5 1241.2 291.79346 61.2678 0.00932 0.00334 0.2085 -0.00162 0.0039 -0.00918 0.00332 16.16763 0.02796
99.0 9.0 1370.0 1241.8 291.79414 61.26778 0.00803 0.00312 0.2352 0.00064 0.00378 -0.008 0.00311 16.07247 0.05445
99.0 13.0 1366.8 1244.1 291.79322 61.26759 0.00733 0.00262 0.2178 -0.00048 0.0032 -0.00732 0.00262 16.12093 0.03459
99.0 16.0 1366.2 1244.6 291.79348 61.26763 0.00866 0.00319 0.2731 -0.00015 0.00473 -0.00866 0.00319 16.16952 0.04977
99.0 18.0 1366.8 1249.8 291.79323 61.26764 0.01474 0.00492 0.19 0.00591 0.00575 -0.01351 0.00474 16.13309 0.04552
99.0 20.0 1371.0 1246.6 291.7938 61.26785 0.02271 0.00618 0.1378 0.01557 0.00688 -0.01654 0.00548 16.07792 0.05448
99.0 27.0 1371.2 1254.3 291.79329 61.26762 0.03675 0.00773 0.0888 0.03519 0.00784 0.01059 0.00639 16.12468 0.04053
99.0 29.0 1364.8 1246.8 291.79352 61.2676 0.02805 0.00717 0.1739 0.0038 0.0098 -0.02779 0.00711 16.09536 0.07873
99.0 36.0 1364.5 1243.8 291.79397 61.26771 0.01406 0.00463 0.1997 0.00379 0.00569 -0.01354 0.00454 16.09338 0.13883
99.0 38.0 1364.0 1244.1 291.79388 61.26768 0.02157 0.00435 0.1333 0.0004 0.00575 -0.02157 0.00435 16.03236 0.20241
