ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
64.0 8.0 490.4 654.1 292.00854 61.33799 0.0081 0.00277 0.153 -0.00466 0.00215 0.00662 0.00303 15.94416 0.04943
64.0 9.0 494.2 653.1 292.00908 61.33797 0.0073 0.00272 0.2465 -0.00696 0.00261 -0.00222 0.00369 15.839 0.0468
64.0 13.0 490.9 654.9 292.00867 61.33788 0.01131 0.00299 0.0989 -0.00141 0.00222 0.01122 0.003 15.87444 0.02889
64.0 14.0 493.4 655.1 292.00912 61.33801 0.0085 0.00283 0.207 -0.00807 0.00274 -0.00267 0.00359 15.87629 0.03039
64.0 15.0 485.0 645.1 292.00875 61.33791 0.02666 0.00865 0.0724 0.00499 0.00356 -0.02618 0.00878 15.88166 0.03963
64.0 17.0 496.9 656.1 292.00871 61.33801 0.01044 0.00398 0.1908 -0.0074 0.00334 0.00736 0.00453 15.90286 0.04799
64.0 19.0 487.8 651.4 292.00895 61.33797 0.02945 0.00676 0.0746 -0.01225 0.00351 0.02678 0.00726 15.8934 0.03336
64.0 23.0 492.2 657.8 292.00885 61.33805 0.00863 0.002 0.1437 -0.00863 0.00199 -0.00024 0.00248 15.93804 0.04275
64.0 34.0 492.4 656.1 292.00851 61.33796 0.01291 0.00508 0.1535 0.00521 0.00364 0.01181 0.00531 15.86764 0.05471
64.0 36.0 491.4 651.1 292.00877 61.33788 0.04321 0.00469 0.0563 -0.03199 0.00376 0.02905 0.00561 15.84405 0.12235
