ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
51.0 0.0 1799.4 1254.1 291.68597 61.26633 0.0516 0.01033 3.20856365273 -0.05145 0.0108941498062 -0.00397 0.00667140165183 17.426 0.09819
51.0 1.0 1804.1 1259.3 291.68668 61.26619 0.08963 0.01406 0.0425 -0.08862 0.01418 -0.01343 0.00739 17.36525 0.09589
51.0 2.0 1813.1 1258.3 291.6867 61.26607 0.11756 0.01183 0.0281 -0.11477 0.01204 0.02549 0.00621 17.27373 0.12898
51.0 3.0 1805.6 1253.3 291.68647 61.26617 0.06249 0.0091 0.0567 -0.0537 0.01003 0.03196 0.00568 17.15229 0.20123
51.0 5.0 1808.1 1249.3 291.68662 61.26614 0.06731 0.01158 0.0748 -0.05246 0.01392 0.04218 0.00645 17.39339 0.11489
51.0 6.0 1806.6 1255.8 291.68658 61.26617 0.07431 0.01101 0.0391 -0.07406 0.01104 -0.00608 0.00576 17.41944 0.09019
51.0 7.0 1805.6 1253.1 291.68653 61.26621 0.07986 0.01412 0.0553 -0.0773 0.01443 -0.02007 0.00832 17.53356 0.08495
51.0 8.0 1802.1 1257.6 291.68606 61.26637 0.05695 0.01126 0.0564 -0.05642 0.01133 -0.00773 0.0063 17.37957 0.11967
51.0 9.0 1809.1 1251.3 291.68675 61.26625 0.09478 0.01312 0.0449 -0.08885 0.01371 0.03298 0.00752 17.2689 0.13981
51.0 10.0 1804.6 1256.3 291.68651 61.26614 0.06127 0.01417 0.0767 -0.05926 0.01447 -0.01558 0.00894 17.33748 0.14161
51.0 13.0 1805.1 1254.3 291.686 61.26631 0.08295 0.0111 0.0381 -0.08247 0.01115 -0.0089 0.00625 17.43617 0.10366
51.0 16.0 1804.6 1254.3 291.6863 61.26616 0.06671 0.01668 0.0836 -0.05927 0.01828 0.03063 0.00827 17.45227 0.14358
51.0 17.0 1811.1 1256.1 291.68645 61.26615 0.11549 0.01812 0.0417 -0.11495 0.01818 0.01118 0.00951 17.3323 0.12089
51.0 18.0 1805.1 1260.1 291.6858 61.26646 0.08838 0.01899 0.0961 -0.06893 0.02217 -0.05532 0.01255 17.63058 0.15742
51.0 20.0 1809.6 1256.3 291.68641 61.26617 0.14553 0.02739 0.0505 -0.14531 0.02742 0.00792 0.01464 17.29094 0.14705
51.0 23.0 1806.1 1257.3 291.6864 61.26611 0.07418 0.00975 0.0332 -0.07416 0.00975 0.00162 0.00493 17.37672 0.1061
51.0 24.0 1806.4 1259.3 291.68601 61.26631 0.09499 0.01389 0.0504 -0.09154 0.01419 0.02536 0.00913 17.36622 0.18366
51.0 26.0 1799.1 1250.3 291.68601 61.2664 0.05589 0.01899 0.1314 -0.0492 0.02049 0.02651 0.0125 17.37041 0.14689
51.0 31.0 1810.1 1260.3 291.68629 61.26607 0.09815 0.00919 0.0262 -0.09789 0.0092 0.00718 0.00511 17.4497 0.05753
51.0 34.0 1804.6 1260.3 291.68538 61.26617 0.10958 0.01899 0.064 -0.09566 0.02086 -0.05346 0.01107 17.42334 0.17443
