ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
68.0 5.0 264.7 1538.3 292.06552 61.23329 0.00763 0.00197 0.0859 -0.00158 0.00127 0.00747 0.002 15.00069 0.02201
68.0 7.0 260.7 1534.6 292.06533 61.23342 0.00493 0.0018 0.186 0.00355 0.00132 0.00342 0.00221 14.98989 0.01564
68.0 9.0 265.2 1539.8 292.06566 61.23338 0.00563 0.00161 0.1794 -0.00489 0.00137 0.0028 0.00219 14.97216 0.03192
68.0 12.0 264.2 1540.3 292.06557 61.23348 0.00984 0.00199 0.0905 -0.00586 0.00148 0.0079 0.00222 15.07349 0.03085
68.0 14.0 259.4 1540.6 292.06584 61.23329 0.00594 0.00207 0.1293 -0.00259 0.00133 -0.00534 0.00221 15.01426 0.02035
68.0 15.0 252.2 1531.3 292.06541 61.23342 0.01878 0.00555 0.0711 0.00683 0.00169 -0.01749 0.00592 15.01612 0.02726
68.0 17.0 266.7 1542.6 292.06542 61.23334 0.01322 0.00267 0.0696 -0.00309 0.00178 0.01285 0.00271 15.0346 0.03844
68.0 20.0 265.7 1544.8 292.06547 61.23338 0.01296 0.00363 0.0833 0.00259 0.00207 0.0127 0.00369 14.97025 0.02906
68.0 24.0 261.9 1544.8 292.06539 61.23337 0.00612 0.00213 0.14 0.00331 0.00134 0.00515 0.00238 14.99882 0.0326
68.0 27.0 265.7 1551.8 292.06529 61.23342 0.01257 0.00371 0.0927 -0.00356 0.00215 0.01205 0.00382 15.01567 0.02194
68.0 31.0 265.7 1547.5 292.06536 61.2333 0.00823 0.00142 0.0799 -0.00523 0.00105 0.00636 0.00163 15.08397 0.0194
