ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
13.0 0.0 653.2 264.9 270.15968 38.89989 0.01122 0.00177 -47.417987125 -0.00095 0.00369628191566 -0.01118 0.00383313187876 14.87675 0.0279
13.0 2.0 648.4 267.9 270.15953 38.89953 0.01335 0.00205 -45.779327831 -0.00036 0.00169 -0.01334 0.00205 14.84886 0.04711
13.0 4.0 652.9 266.6 270.15976 38.89992 0.01252 0.00133 -58.5047204608 -0.00569 0.00112 -0.01116 0.00139 14.83748 0.03888
13.0 5.0 653.9 262.9 270.15988 38.90019 0.00587 0.0013 -68.9382819101 -0.00435 0.00118 -0.00394 0.00143 14.94495 0.0611
13.0 6.0 651.4 266.6 270.15966 38.89965 0.00573 0.00099 -72.7828287155 -0.00473 0.00093 -0.00324 0.00109 14.91842 0.02585
13.0 7.0 646.2 265.9 270.15956 38.89957 0.00407 0.00089 -84.8665086148 -0.004 0.00088 -0.00073 0.00105 14.67813 0.01198
13.0 8.0 649.2 259.1 270.15952 38.89971 0.00296 0.00089 -86.13847492 -0.00293 0.00089 -0.0004 0.00104 14.89452 0.02114
13.0 9.0 654.2 260.9 270.15982 38.90017 0.00855 0.00226 -61.9825742773 -0.00477 0.00153 -0.00709 0.00252 14.91815 0.05175
13.0 10.0 653.9 268.8 270.15965 38.89957 0.01086 0.00112 -78.3176010164 -0.00997 0.00108 -0.00431 0.00136 14.80444 0.02659
13.0 12.0 654.4 263.4 270.15952 38.89974 0.00479 0.00101 -78.0769587425 -0.00438 0.00098 -0.00194 0.00117 14.87597 0.02026
13.0 13.0 657.7 266.1 270.15975 38.89951 0.00492 0.00147 -83.0330436704 -0.00477 0.00145 -0.00118 0.00178 14.83657 0.05344
13.0 14.0 654.7 269.1 270.1597 38.89953 0.01226 0.00223 81.543353403 -0.01173 0.00218 0.00357 0.00274 14.85889 0.04863
13.0 16.0 651.4 267.9 270.15965 38.89993 0.0094 0.00097 -58.1724049396 -0.00417 0.00085 -0.00842 0.001 14.90334 0.03527
13.0 17.0 647.4 263.1 270.15985 38.90014 0.00842 0.00128 -45.1605334122 -5e-05 0.00106 -0.00842 0.00128 14.74728 0.0301
13.0 18.0 653.2 263.9 270.15972 38.89949 0.01195 0.00196 -65.5578309189 -0.00786 0.00164 -0.009 0.00218 14.85369 0.03807
13.0 25.0 653.9 261.9 270.15991 38.90005 0.00419 0.00095 -84.723269166 -0.00412 0.00094 -0.00077 0.00109 14.77559 0.04565
13.0 26.0 650.9 262.1 270.15967 38.89965 0.00611 0.00105 -59.662095207 -0.00299 0.00092 -0.00533 0.00108 14.82237 0.04078
13.0 29.0 648.7 262.6 270.15945 38.89975 0.02288 0.00493 -26.7972360783 0.01357 0.0045 -0.01841 0.00514 14.92808 0.13917
