ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
30.0 0.0 448.6 1541.8 270.19218 38.74895 0.03557 0.00629 65.1739491961 -0.02303 0.00613776017778 0.02711 0.00779102688995 16.3981 0.06783
30.0 1.0 442.9 1538.5 270.19243 38.74892 0.02177 0.00432 76.7534262357 -0.01949 0.00383 0.00971 0.00591 16.41465 0.07705
30.0 3.0 439.1 1538.8 270.19146 38.74943 0.01586 0.00316 -83.1533648073 -0.01541 0.00307 -0.00375 0.00435 16.4035 0.05898
30.0 4.0 448.6 1543.5 270.19218 38.74886 0.009 0.00352 87.4390891149 -0.00896 0.0035 0.0008 0.00546 16.40005 0.08363
30.0 5.0 445.1 1539.8 270.19242 38.74898 0.02364 0.00418 80.2599279419 -0.02229 0.00395 0.00788 0.00573 16.32291 0.16673
30.0 6.0 446.4 1543.8 270.19198 38.74936 0.01211 0.00286 81.3829252204 -0.01157 0.00275 0.00359 0.00387 16.48512 0.03693
30.0 7.0 442.1 1542.8 270.19221 38.74903 0.01908 0.00255 83.5888127316 -0.01861 0.00249 0.00423 0.00348 16.30694 0.02342
30.0 8.0 441.6 1535.8 270.19213 38.74926 0.01912 0.00242 -83.2622267884 -0.01859 0.00236 -0.00446 0.00333 16.4875 0.03147
30.0 10.0 449.1 1545.5 270.19205 38.7492 0.01856 0.00421 -74.8110993102 -0.01602 0.00375 -0.00939 0.00531 16.39283 0.06565
30.0 12.0 451.3 1541.5 270.19199 38.74989 0.01753 0.00269 85.5827058587 -0.01733 0.00266 0.00269 0.00374 16.47785 0.03367
30.0 16.0 446.6 1544.5 270.19189 38.74903 0.01471 0.00247 85.4795734556 -0.01453 0.00244 0.00231 0.00341 16.52193 0.05003
30.0 17.0 443.6 1541.0 270.19215 38.74923 0.01734 0.00362 85.8233481326 -0.01716 0.00359 0.00252 0.00501 16.38949 0.06281
30.0 18.0 444.1 1540.2 270.19212 38.74895 0.06371 0.00719 -88.252689184 -0.06359 0.00718 -0.00389 0.01014 16.36967 0.1011
30.0 19.0 450.1 1541.5 270.19201 38.7493 0.01472 0.00215 89.6507062041 -0.01471 0.00215 0.00018 0.00302 16.5185 0.03144
30.0 21.0 447.4 1543.5 270.19215 38.74918 0.01246 0.00226 89.2610949034 -0.01246 0.00226 0.00032 0.00315 16.40676 0.08088
30.0 26.0 447.8 1540.0 270.19196 38.74934 0.02122 0.00264 83.0903394499 -0.0206 0.00257 0.00507 0.00363 16.39965 0.06599
30.0 29.0 444.4 1539.5 270.19191 38.74901 0.05949 0.01949 68.7377466818 -0.04384 0.01569 0.04021 0.02321 16.35051 0.40334
