ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
10.0 1.0 1298.2 148.2 241.74326 15.96452 0.02427 0.00589 85.6342720603 -0.02399 0.00591 0.00369 0.00502 16.4348 0.05908
10.0 5.0 1296.0 145.2 241.74344 15.96429 0.00966 0.00321 82.5746774343 -0.00934 0.00325 0.00248 0.00262 16.41147 0.08429
10.0 6.0 1302.5 152.2 241.74322 15.96441 0.02214 0.00399 83.9497761426 -0.02165 0.00401 0.00464 0.00337 16.39447 0.06031
10.0 9.0 1298.5 145.2 241.74328 15.96448 0.01313 0.00422 -75.9742036343 -0.01159 0.0044 -0.00618 0.00355 16.4604 0.056
10.0 10.0 1298.5 144.9 241.74326 15.96442 0.0225 0.0054 -63.9077124689 -0.01379 0.00581 -0.01777 0.00514 16.43155 0.06713
10.0 14.0 1309.1 152.9 241.74328 15.96448 0.02876 0.00771 64.6812054923 -0.01824 0.00847 0.02224 0.00715 16.41033 0.04464
10.0 18.0 1295.5 148.9 241.74329 15.96444 0.0251 0.00507 89.1293146106 -0.02509 0.00507 0.00076 0.00401 16.42649 0.07719
10.0 21.0 1299.8 147.7 241.74343 15.9643 0.01839 0.00453 -86.6885144033 -0.01826 0.00454 -0.00212 0.00391 16.40886 0.02632
10.0 24.0 1292.2 147.2 241.74346 15.96433 0.01741 0.00451 82.4027900957 -0.0168 0.00456 0.00456 0.00384 16.45719 0.06484
10.0 28.0 1298.0 143.4 241.74344 15.96433 0.01028 0.00426 85.0097480636 -0.01012 0.00427 0.00178 0.00381 16.46976 0.06479
