ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
4.0 0.0 408.9 1692.9 241.85398 15.78099 0.00694 0.00267 -30.9110730473 0.00328 0.00394461658466 -0.00612 0.00443007900607 15.69742 0.03724
4.0 1.0 409.9 1699.4 241.854 15.7812 0.00795 0.00359 -48.8790295026 -0.00107 0.00248 -0.00787 0.00361 15.71614 0.04935
4.0 3.0 407.0 1696.2 241.8539 15.78121 0.00578 0.00219 77.3664910765 -0.00523 0.00202 0.00247 0.00283 15.65269 0.04183
4.0 5.0 408.0 1695.9 241.854 15.7808 0.0067 0.00199 -33.5123014372 0.00262 0.00151 -0.00617 0.00207 15.68403 0.06916
4.0 7.0 407.0 1693.9 241.85391 15.78122 0.0077 0.00246 -36.709405934 0.0022 0.00169 -0.00738 0.00252 15.64013 0.04143
4.0 8.0 402.0 1692.9 241.85391 15.78088 0.00361 0.00177 85.6972974177 -0.00357 0.00175 0.00054 0.00237 15.6891 0.05105
4.0 9.0 405.8 1693.2 241.85382 15.78113 0.00502 0.0025 -25.2273317196 0.00319 0.00196 -0.00387 0.00281 15.70393 0.04666
4.0 10.0 410.9 1696.2 241.8537 15.78111 0.01052 0.00374 -43.1036149277 0.00069 0.00256 -0.01049 0.00374 15.69727 0.05354
4.0 13.0 404.0 1692.4 241.85382 15.78121 0.00842 0.00408 -51.5490128279 -0.00191 0.00308 -0.0082 0.00412 15.68255 0.03357
4.0 21.0 408.5 1696.7 241.85417 15.78105 0.013 0.00295 -35.2598227124 0.00434 0.00207 -0.01226 0.00305 15.60485 0.01815
4.0 23.0 409.9 1698.7 241.85339 15.78184 0.00834 0.00256 87.4448186929 -0.00831 0.00254 0.00074 0.00375 15.65526 0.04008
4.0 28.0 405.0 1691.2 241.85397 15.78086 0.00699 0.00271 -37.8839694141 0.00172 0.00186 -0.00677 0.00276 15.7255 0.04923
4.0 29.0 418.4 1705.4 241.85329 15.78196 0.02441 0.00555 -24.1559006427 0.01623 0.00423 -0.01823 0.00641 15.65027 0.05877
4.0 30.0 400.4 1693.4 241.8537 15.78125 0.01553 0.00334 -57.6968499697 -0.00666 0.00249 -0.01403 0.00351 15.73123 0.04575
4.0 35.0 411.4 1694.2 241.85379 15.78111 0.03173 0.00799 -79.1426602414 -0.02948 0.00759 -0.01174 0.01012 15.66422 0.03614
