ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
17.0 2.0 144.1 700.1 241.8852 15.90044 0.01768 0.00669 49.4290689859 -0.00272 0.00313 0.01747 0.00675 16.36064 0.03101
17.0 10.0 145.1 697.1 241.88481 15.90032 0.02649 0.00902 54.8721680397 -0.00895 0.0043 0.02493 0.00946 16.40746 0.06645
17.0 11.0 148.8 698.9 241.88491 15.90047 0.02592 0.00624 47.3205842999 -0.0021 0.00299 0.02583 0.00625 16.40878 0.05836
17.0 15.0 143.6 690.6 241.88495 15.90022 0.00593 0.00286 3.2715890102 0.00589 0.0028 0.00068 0.00589 16.42534 0.04784
17.0 18.0 142.6 699.9 241.88477 15.90034 0.01504 0.00683 56.5509343794 -0.0059 0.00348 0.01384 0.00728 16.4201 0.07697
17.0 22.0 142.1 695.4 241.88516 15.90055 0.01136 0.00539 85.9780467373 -0.01125 0.0052 0.00159 0.01123 16.41115 0.08618
17.0 23.0 145.1 699.4 241.88494 15.90051 0.02731 0.01076 46.6387645236 -0.00156 0.00445 0.02727 0.01078 16.39848 0.05891
17.0 24.0 139.1 699.9 241.88499 15.90023 0.0175 0.00727 -57.421830228 -0.00735 0.00328 -0.01588 0.00786 16.41916 0.06367
17.0 25.0 151.6 697.6 241.88516 15.90054 0.06286 0.01305 47.7331139123 -0.00599 0.00547 0.06258 0.0131 16.36337 0.06028
17.0 31.0 141.1 695.1 241.88494 15.90048 0.02448 0.01169 85.5655171248 -0.02419 0.01107 0.00377 0.02676 16.30199 0.05934
