ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
8.0 0.0 682.8 1650.9 241.82002 15.78635 0.01997 0.00359 80.3000349876 -0.01883 0.00488672692096 0.00663 0.00540370243444 16.36077 0.04543
8.0 1.0 684.3 1656.4 241.81998 15.78639 0.02082 0.00471 72.1010089393 -0.01689 0.00443 0.01218 0.00521 16.32908 0.05678
8.0 4.0 677.3 1657.2 241.81998 15.7865 0.03317 0.00434 64.606720979 -0.02097 0.00385 0.0257 0.00464 16.31355 0.06058
8.0 5.0 681.6 1652.7 241.81997 15.78629 0.01805 0.00257 79.1713081312 -0.01678 0.00252 0.00666 0.00289 16.30228 0.08066
8.0 6.0 682.1 1656.9 241.82002 15.78647 0.01768 0.00312 79.4577870287 -0.0165 0.00306 0.00636 0.00356 16.27119 0.05603
8.0 7.0 680.6 1650.9 241.82002 15.78651 0.01982 0.00295 -89.902807634 -0.01982 0.00295 -7e-05 0.00359 16.28554 0.05309
8.0 8.0 676.1 1650.9 241.81995 15.78631 0.02183 0.00302 -87.0208299245 -0.02171 0.00302 -0.00227 0.00336 16.29854 0.06175
8.0 11.0 687.1 1654.7 241.81996 15.78647 0.01981 0.00314 84.8836973486 -0.01949 0.00312 0.00352 0.00358 16.3068 0.05517
8.0 12.0 683.1 1654.7 241.81996 15.78643 0.0126 0.00272 66.8928225815 -0.00872 0.00254 0.0091 0.00287 16.29399 0.06881
8.0 14.0 686.1 1657.9 241.81994 15.78638 0.02068 0.00693 70.7029919191 -0.01616 0.0065 0.0129 0.00756 16.28865 0.04072
8.0 15.0 679.6 1648.2 241.81999 15.78639 0.01708 0.00287 -89.3355794168 -0.01708 0.00287 -0.0004 0.00329 16.3301 0.04577
8.0 16.0 684.1 1651.2 241.81993 15.78636 0.01162 0.00536 80.7985082693 -0.01102 0.00527 0.00367 0.00607 16.30617 0.02876
8.0 19.0 678.6 1651.2 241.81991 15.78664 0.02567 0.00312 85.9551284255 -0.02541 0.00311 0.00361 0.00351 16.28112 0.06223
8.0 22.0 677.3 1653.7 241.81962 15.78713 0.02098 0.00561 74.8683950897 -0.01812 0.00529 0.01057 0.00647 16.31619 0.08103
8.0 23.0 683.6 1655.7 241.81982 15.78675 0.01975 0.00526 62.2575940189 -0.01119 0.00471 0.01627 0.0055 16.28266 0.05459
8.0 25.0 689.6 1653.7 241.81987 15.78694 0.02548 0.0063 69.184653762 -0.01904 0.00595 0.01692 0.00673 16.2758 0.05618
8.0 27.0 679.8 1645.9 241.81988 15.78689 0.02718 0.0075 -65.2484337095 -0.01765 0.00668 -0.02067 0.00805 16.30499 0.06452
8.0 29.0 691.9 1661.7 241.81975 15.78672 0.01917 0.00871 -18.9992804865 0.01511 0.00808 -0.0118 0.00966 16.23954 0.09013
8.0 34.0 676.1 1656.2 241.81997 15.78683 0.05212 0.01637 38.1761778896 0.0123 0.01334 0.05065 0.01653 16.18958 0.07316
