ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
70.0 1.0 1404.7 516.2 272.30953 20.75329 0.00561 0.00106 0.0892 -0.00455 0.00113 -0.00328 0.00093 14.92794 0.03179
70.0 2.0 1395.4 516.2 272.30949 20.75342 0.00353 0.00132 0.1857 -0.00251 0.00145 0.00249 0.00116 14.88228 0.03049
70.0 5.0 1401.7 522.2 272.30952 20.75337 0.00829 0.00135 0.0794 -0.00618 0.00147 -0.00552 0.00118 15.24501 0.03167
70.0 6.0 1396.9 520.2 272.30953 20.75339 0.00652 0.00115 0.0739 -0.00636 0.00116 -0.00141 0.00095 14.88548 0.0329
70.0 8.0 1399.7 515.2 272.30948 20.75343 0.00676 0.0014 0.085 -0.00676 0.0014 -0.00018 0.00115 14.84078 0.03827
70.0 10.0 1402.7 517.2 272.30949 20.75339 0.0126 0.00169 0.057 -0.01117 0.00177 -0.00582 0.00133 15.24397 0.0423
70.0 11.0 1398.2 519.8 272.30947 20.75338 0.00535 0.00096 0.086 -0.00421 0.00102 0.0033 0.00085 14.85279 0.05528
70.0 15.0 1397.4 520.2 272.30952 20.75345 0.00697 0.00119 0.0814 -0.00543 0.00127 -0.00437 0.00103 14.92271 0.05887
70.0 17.0 1402.7 521.2 272.30947 20.75332 0.00711 0.0014 0.0948 -0.00535 0.00154 -0.00469 0.00118 15.41157 0.04093
70.0 18.0 1403.9 525.2 272.30948 20.75332 0.00691 0.00138 0.0872 -0.00624 0.00143 -0.00297 0.00115 15.24289 0.02553
70.0 19.0 1398.7 515.2 272.30948 20.75333 0.00449 0.00147 0.1555 -0.00351 0.00158 -0.00279 0.00127 15.29558 0.0354
70.0 20.0 1394.7 518.2 272.30953 20.75336 0.00842 0.00203 0.0978 -0.00794 0.00208 0.00279 0.00158 15.3551 0.03362
70.0 21.0 1398.2 517.8 272.30948 20.75335 0.0183 0.00263 0.0561 -0.01763 0.00267 -0.00492 0.002 15.37071 0.03503
70.0 22.0 1388.7 514.6 272.30921 20.75359 0.00405 0.00095 0.1117 -0.00322 0.001 -0.00246 0.00084 nan nan
70.0 24.0 1398.9 517.2 272.30947 20.75342 0.00667 0.00121 0.1012 -0.00336 0.00142 -0.00576 0.00113 14.96228 0.06346
70.0 26.0 1397.4 513.3 272.30953 20.75338 0.00738 0.00112 0.0631 -0.00729 0.00113 -0.00116 0.00093 14.78471 0.07389
70.0 27.0 1391.4 517.5 272.30947 20.75342 0.02014 0.00214 0.0396 -0.01964 0.00217 -0.00446 0.00156 15.44131 0.03664
70.0 28.0 1399.4 517.8 272.30951 20.75343 0.00329 0.001 0.1519 -0.00232 0.00109 -0.00232 0.00089 14.96881 0.07893
70.0 29.0 1396.9 516.5 272.30957 20.75338 0.00978 0.00205 0.0915 -0.00846 0.00217 -0.0049 0.00164 15.27039 0.03067
70.0 30.0 1392.4 522.0 272.30947 20.75336 0.01773 0.00217 0.0474 -0.01765 0.00217 -0.00167 0.00167 15.3897 0.03292
70.0 31.0 1401.7 521.2 272.30953 20.75344 0.02617 0.00149 0.0209 0.02605 0.00149 -0.00248 0.00109 14.84148 0.04439
70.0 34.0 1403.4 526.2 272.30951 20.75338 0.00463 0.00125 0.1553 0.00235 0.00153 -0.00399 0.00114 14.99942 0.07282
70.0 35.0 1400.4 517.2 272.30948 20.75345 0.0035 0.0012 0.2011 -0.00137 0.00145 -0.00322 0.00115 14.84796 0.10459
70.0 36.0 1400.9 519.2 272.30952 20.75335 0.00613 0.00137 0.1164 -0.00378 0.00152 -0.00482 0.00127 14.89304 0.05255
70.0 37.0 1398.2 517.0 272.30953 20.75341 0.00474 0.0011 0.129 -0.00237 0.00128 -0.00411 0.00103 14.95172 0.0818
70.0 39.0 1399.4 519.2 272.30954 20.75337 0.00349 0.00134 0.2381 -0.00019 0.00166 -0.00349 0.00134 15.01438 0.25684
70.0 40.0 1395.4 519.0 272.30948 20.75335 0.00709 0.00141 0.0809 0.00693 0.00142 -0.00152 0.00113 14.80511 0.12321
70.0 42.0 1402.7 519.2 272.30955 20.75339 0.05834 0.00406 0.0294 -0.05201 0.00425 -0.02642 0.00318 15.41448 0.09102
70.0 43.0 1396.9 511.3 272.30954 20.75334 0.0093 0.00143 0.0656 0.00914 0.00143 0.0017 0.00121 nan nan
