ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
13.0 0.0 1928.5 178.4 272.243 20.79286 0.01142 0.00315 32.3663858469 0.00487 0.00630524384937 0.01032 0.00417329605947 15.54029 0.0361
13.0 3.0 1918.9 178.9 272.24309 20.79275 0.0175 0.00352 12.5821531811 0.01584 0.0038 0.00744 0.00176 15.42886 0.03025
13.0 4.0 1932.5 183.3 272.24306 20.79285 0.00547 0.00187 28.6077827109 0.00296 0.00277 0.0046 0.00133 15.44523 0.03232
13.0 5.0 1919.7 175.8 272.24302 20.79262 0.01385 0.00385 9.82049660854 0.01304 0.00404 0.00466 0.00181 15.62468 0.03946
13.0 6.0 1922.7 176.4 272.2432 20.79291 0.00502 0.00145 44.4271474344 0.0001 0.00299 0.00502 0.00145 15.45286 0.03463
13.0 8.0 1925.5 176.1 272.24317 20.79272 0.00576 0.00186 26.3102219524 0.00349 0.00257 0.00457 0.00127 15.09821 0.03046
13.0 9.0 1925.7 180.3 272.24308 20.7928 0.0165 0.0025 29.9026673279 0.0083 0.0039 0.01426 0.00179 15.52597 0.03574
13.0 10.0 1921.4 182.6 272.24323 20.79279 0.02643 0.00256 30.8652364237 0.01252 0.0041 0.02327 0.00189 15.55483 0.03518
13.0 11.0 1933.5 176.6 272.24305 20.79293 0.0043 0.00211 13.0863560408 0.00386 0.00229 0.0019 0.00114 15.37371 0.03509
13.0 13.0 1929.0 174.8 272.2432 20.79288 0.0335 0.00285 3.83308764943 0.0332 0.00287 0.00447 0.00142 15.51362 0.03631
13.0 19.0 1929.0 170.1 272.24287 20.79269 0.01054 0.00227 3.65547073293 0.01045 0.00229 0.00134 0.00111 15.13656 0.07174
13.0 30.0 1929.0 177.8 272.24321 20.79267 0.00578 0.00262 1.56990435866 0.00577 0.00263 0.00032 0.00125 15.16674 0.06338
13.0 31.0 1927.0 176.8 272.24313 20.79267 0.00669 0.0027 17.8476353183 0.00544 0.00313 0.00391 0.00157 15.931 0.37224
13.0 40.0 1922.9 182.1 272.24325 20.79274 0.03818 0.00273 42.1754232996 0.00376 0.00557 0.03799 0.00269 15.28499 0.02834
13.0 43.0 1928.4 183.1 272.24398 20.79199 0.00651 0.00211 -21.067658127 0.00482 0.00259 -0.00436 0.00131 15.11889 0.02029
