ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
89.0 0.0 1671.6 795.9 272.27478 20.71997 0.03574 0.00769 11.4018601231 -0.00018 0.0146208207704 -0.03574 0.00840809728773 17.49589 0.17428
89.0 11.0 1674.1 801.7 272.27479 20.72001 0.02937 0.00763 0.1494 0.01745 0.00998 -0.02363 0.00598 17.54215 0.09246
89.0 16.0 1669.3 798.4 272.27485 20.71998 0.04044 0.0127 0.2798 0.00012 0.02264 -0.04044 0.0127 17.30165 0.08251
89.0 20.0 1669.6 801.2 272.2749 20.71999 0.0999 0.02956 0.1047 -0.08874 0.03214 -0.0459 0.01667 17.00009 0.09974
