ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
63.0 12.0 1182.2 1742.8 272.33806 20.60807 0.02268 0.00834 0.2069 0.00282 0.0094 -0.02251 0.00833 17.30308 0.10406
63.0 15.0 1181.2 1752.8 272.33797 20.60803 0.02441 0.00939 0.1775 -0.02161 0.00965 -0.01135 0.00837 17.37119 0.08698
63.0 19.0 1182.2 1747.5 272.33796 20.60801 0.05464 0.0132 0.1215 0.03513 0.01344 -0.04184 0.01302 17.13554 0.08294
63.0 22.0 1171.7 1746.2 272.33744 20.60863 0.02691 0.00647 0.1199 0.02162 0.0065 -0.01603 0.00642 nan nan
63.0 24.0 1180.9 1748.5 272.33792 20.60807 0.06173 0.01113 0.0907 0.00934 0.0112 -0.06102 0.01113 17.23149 0.09022
63.0 26.0 1181.2 1745.0 272.33797 20.60803 0.02078 0.00687 0.1916 0.00258 0.00798 -0.02062 0.00685 17.22888 0.08406
63.0 28.0 1181.7 1749.5 272.338 20.60803 0.01792 0.00672 0.176 -0.01524 0.00696 -0.00942 0.00604 17.30782 0.09181
63.0 31.0 1183.7 1753.8 272.33795 20.60804 0.06234 0.00922 0.0774 -0.02408 0.00974 -0.0575 0.00912 17.23211 0.0777
63.0 32.0 1179.9 1753.2 272.33792 20.60806 0.03577 0.01012 0.1269 -0.0327 0.01036 -0.0145 0.0088 17.27048 0.09277
63.0 33.0 1176.9 1747.8 272.33788 20.60811 0.0211 0.00765 0.1854 0.01328 0.00815 -0.0164 0.0073 17.21909 0.09317
63.0 35.0 1182.9 1748.8 272.33802 20.60803 0.02909 0.00966 0.1616 0.02243 0.01018 -0.01852 0.00884 17.25068 0.11656
63.0 37.0 1176.2 1747.8 272.33799 20.60803 0.03093 0.00818 0.1425 0.00858 0.00887 -0.02971 0.00812 17.27457 0.12377
63.0 39.0 1183.2 1752.0 272.33799 20.60794 0.06413 0.01199 0.0965 -0.03987 0.013 -0.05023 0.01131 17.31497 0.28102
63.0 44.0 1181.2 1754.0 272.33763 20.607 0.17821 0.01662 0.0411 -0.15077 0.01779 -0.09501 0.01322 17.07786 0.05709
