ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
85.0 3.0 562.8 1259.2 272.41597 20.66609 0.0071 0.00194 0.1046 0.00059 0.00148 0.00708 0.00194 15.70631 0.03583
85.0 5.0 561.8 1265.2 272.41598 20.66608 0.01209 0.00216 0.0842 0.00757 0.00179 0.00943 0.00237 15.78378 0.03428
85.0 6.0 554.1 1260.5 272.4161 20.66604 0.00809 0.0017 0.0987 0.00502 0.00142 0.00635 0.00185 15.44401 0.03294
85.0 10.0 562.6 1260.2 272.41601 20.66612 0.00808 0.00276 0.1318 -0.00157 0.0021 0.00793 0.00278 15.76808 0.04471
85.0 12.0 559.6 1254.5 272.41608 20.66608 0.00942 0.00157 0.1002 -0.00908 0.00154 0.00249 0.00191 15.48903 0.07191
85.0 16.0 554.1 1260.5 272.41592 20.66607 0.00803 0.0024 0.143 0.00526 0.00195 0.00607 0.00269 15.77944 0.03616
85.0 17.0 562.6 1264.2 272.41601 20.66606 0.00867 0.00224 0.1279 0.006 0.00189 0.00625 0.00252 15.87795 0.04619
85.0 18.0 560.8 1265.2 272.41599 20.666 0.00591 0.00196 0.1776 -0.00467 0.00173 0.00362 0.00229 15.76549 0.02748
85.0 22.0 549.3 1258.1 272.41487 20.66688 0.01195 0.00132 0.0633 0.0104 0.00122 -0.00588 0.0016 nan nan
85.0 23.0 558.1 1258.2 272.41607 20.66607 0.00659 0.00118 0.1123 -0.00658 0.00118 0.00033 0.00148 nan nan
85.0 24.0 558.8 1259.8 272.416 20.66611 0.00583 0.00217 0.1737 -0.00365 0.00173 -0.00454 0.00241 15.50364 0.06338
85.0 25.0 558.1 1261.0 272.41599 20.66613 0.0064 0.00222 0.2334 0.00629 0.00219 0.00122 0.00302 16.21918 0.35697
85.0 26.0 558.3 1257.0 272.41606 20.66604 0.00904 0.00141 0.0937 -0.0084 0.00135 -0.00333 0.00174 15.34201 0.07354
85.0 28.0 559.3 1260.5 272.4161 20.66605 0.01173 0.0013 0.0681 -0.01161 0.00129 0.00171 0.0016 15.53621 0.07823
85.0 30.0 552.3 1264.5 272.41597 20.66609 0.03963 0.00322 0.0448 -0.03515 0.00309 0.01831 0.00367 15.82238 0.04033
85.0 31.0 561.3 1264.5 272.41608 20.66605 0.02526 0.00167 0.0439 -0.02524 0.00167 -0.00104 0.00222 15.38512 0.045
