ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
68.0 0.0 1395.8 252.3 272.30972 20.784 0.04571 0.00831 5.12224268847 0.03319 0.0100148090346 0.03144 0.00766530495153 17.49842 0.17643
68.0 1.0 1404.8 255.8 272.30968 20.78396 0.04085 0.00697 0.0902 0.02549 0.00803 0.03193 0.00619 17.22577 0.04877
68.0 2.0 1394.2 255.5 272.30973 20.78404 0.02918 0.01141 0.1639 0.02664 0.01183 -0.0119 0.00904 17.21866 0.03992
68.0 3.0 1402.0 255.8 272.30974 20.78395 0.03764 0.00831 0.125 0.01965 0.01002 0.03211 0.00757 17.2262 0.06627
68.0 6.0 1396.2 259.3 272.3096 20.78427 0.02015 0.00801 0.1726 0.01788 0.00836 0.00929 0.00653 17.21405 0.04653
68.0 11.0 1397.0 259.3 272.30973 20.78399 0.04852 0.00516 0.0696 -0.00267 0.00676 0.04845 0.00516 17.25544 0.07859
68.0 13.0 1387.8 256.6 272.30973 20.78398 0.10409 0.01722 0.0781 0.08198 0.01865 0.06413 0.01459 17.03707 0.0621
68.0 25.0 1395.5 256.2 272.30973 20.78402 0.05281 0.01243 0.1313 0.02919 0.0149 0.04401 0.01117 17.36183 0.3069
68.0 27.0 1389.0 256.6 272.30972 20.78407 0.05331 0.01948 0.1426 0.0525 0.0196 0.00926 0.01505 16.90282 0.09728
68.0 30.0 1391.0 261.4 272.30974 20.784 0.09138 0.01938 0.0898 0.09091 0.01941 0.00928 0.01638 16.82877 0.08639
