ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
49.0 0.0 1302.2 1892.2 272.32226 20.59048 0.02449 0.00536 5.36288496242 0.02251 0.00648308568507 -0.00965 0.00555266602633 17.503 0.18156
49.0 1.0 1309.9 1895.9 272.32222 20.59047 0.03275 0.00528 0.0693 0.0327 0.00528 0.00167 0.00454 16.86694 0.04055
49.0 2.0 1306.2 1897.2 272.3222 20.59046 0.02477 0.00763 0.1287 0.02455 0.00766 -0.00327 0.00635 16.84175 0.03461
49.0 3.0 1312.2 1896.1 272.32229 20.59047 0.03737 0.00632 0.0688 0.03737 0.00632 0.00049 0.00514 16.94898 0.05472
49.0 4.0 1306.5 1899.9 272.32228 20.59047 0.02426 0.00443 0.0756 0.02426 0.00443 0.0001 0.00367 16.89926 0.10506
49.0 6.0 1301.5 1899.2 272.32204 20.59064 0.02554 0.00586 0.096 0.02554 0.00586 -0.0006 0.00491 16.84483 0.03951
49.0 7.0 1303.2 1893.2 272.32221 20.59054 0.03103 0.00554 0.075 0.03102 0.00554 -0.00069 0.00465 16.83998 0.03942
49.0 8.0 1310.2 1895.1 272.32225 20.59059 0.04125 0.0064 0.0644 0.04125 0.0064 -0.00044 0.00532 16.8626 0.04588
49.0 9.0 1297.8 1894.2 272.32216 20.59057 0.03096 0.00445 0.0608 0.03091 0.00445 0.0017 0.00377 nan nan
49.0 10.0 1312.2 1897.1 272.32225 20.59044 0.03318 0.01003 0.1175 0.03306 0.01004 -0.00275 0.00778 16.87057 0.07381
49.0 11.0 1307.7 1899.1 272.32221 20.59048 0.03487 0.00432 0.0492 0.03475 0.00432 -0.00292 0.00342 16.92916 0.06822
49.0 12.0 1309.2 1890.2 272.32232 20.59054 0.02568 0.00663 0.0965 0.02565 0.00663 0.00136 0.00495 16.90274 0.08684
49.0 13.0 1294.5 1896.2 272.32224 20.59045 0.03353 0.01049 0.1271 0.03328 0.01052 0.00401 0.00849 16.8647 0.05427
49.0 18.0 1308.8 1904.8 272.32216 20.59053 0.03152 0.00681 0.1036 0.02494 0.0072 0.01928 0.0061 16.91317 0.04899
49.0 19.0 1309.7 1895.2 272.3222 20.59047 0.03372 0.00876 0.1088 0.03357 0.00878 -0.00324 0.00732 16.8903 0.06831
49.0 23.0 1307.7 1894.2 272.3222 20.59052 0.02595 0.00436 0.0683 0.02584 0.00437 0.00238 0.00354 nan nan
49.0 25.0 1308.4 1897.2 272.32217 20.59042 0.02853 0.00943 0.1461 0.02608 0.00968 0.01156 0.00805 17.18541 0.30386
49.0 26.0 1308.4 1892.7 272.32213 20.59056 0.03227 0.00525 0.0675 0.03221 0.00525 -0.00195 0.00436 16.79721 0.07689
49.0 27.0 1307.2 1897.4 272.32233 20.59056 0.03397 0.01249 0.1504 0.03384 0.01251 0.003 0.0102 16.75701 0.08596
49.0 29.0 1308.7 1896.1 272.32221 20.59056 0.04045 0.01214 0.116 0.04045 0.01214 0.00043 0.00939 16.82054 0.06246
49.0 32.0 1306.8 1901.4 272.32205 20.59062 0.03162 0.00668 0.087 0.0316 0.00668 0.00106 0.0055 16.87359 0.07711
49.0 33.0 1304.2 1895.4 272.32204 20.59059 0.0255 0.00523 0.096 0.02138 0.00546 -0.0139 0.00463 16.79986 0.08626
49.0 35.0 1310.2 1896.1 272.32217 20.59059 0.02616 0.00667 0.1148 0.02291 0.00694 -0.01263 0.0057 16.86927 0.10767
49.0 36.0 1312.2 1899.1 272.3221 20.5905 0.04419 0.00718 0.0796 0.03359 0.00757 -0.0287 0.00661 16.7891 0.06423
49.0 37.0 1302.7 1896.2 272.32216 20.59053 0.03149 0.00561 0.0844 0.02538 0.00595 -0.01865 0.00494 16.89669 0.10241
