ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
50.0 0.0 308.2 817.1 292.25902 73.9935 0.00935 0.00356 15.4870492024 0.00886 0.00475209427516 -0.00299 0.00622963883383 15.85268 0.03267
50.0 1.0 311.4 814.1 292.25885 73.99332 0.01315 0.00465 0.1653 0.00853 0.00344 -0.01001 0.00536 15.80283 0.01909
50.0 3.0 310.9 807.1 292.25859 73.99337 0.02412 0.0065 0.105 0.01205 0.00417 -0.02089 0.00711 15.86922 0.03904
50.0 5.0 313.4 811.1 292.25959 73.99355 0.02314 0.00622 0.1487 0.01798 0.00472 -0.01456 0.00798 15.87009 0.03813
50.0 6.0 312.2 814.1 292.26036 73.99375 0.01763 0.00685 0.1301 0.00541 0.00425 -0.01678 0.00707 15.90179 0.03393
50.0 8.0 304.9 809.1 292.26024 73.99376 0.01475 0.0053 0.1795 0.01041 0.00381 -0.01045 0.00645 15.79854 0.02196
50.0 9.0 308.7 808.1 292.2586 73.99329 0.02723 0.00508 0.1227 0.02406 0.0043 -0.01274 0.00721 15.84918 0.04724
50.0 10.0 313.2 817.8 292.26043 73.99387 0.01759 0.00486 0.1379 0.0124 0.00359 -0.01248 0.00586 15.86151 0.03119
50.0 11.0 310.9 810.6 292.25878 73.99326 0.02508 0.00797 0.1078 0.00898 0.00483 -0.02342 0.00833 15.80018 0.03733
50.0 15.0 307.2 816.6 292.26026 73.99376 0.01226 0.00361 0.2012 0.0114 0.00331 -0.00451 0.00514 15.77904 0.01996
50.0 17.0 307.4 805.9 292.25839 73.99315 0.02343 0.00715 0.2064 0.02058 0.00576 -0.0112 0.01056 15.84392 0.04326
50.0 23.0 308.9 817.6 292.25851 73.99344 0.0285 0.00801 0.0806 0.00603 0.00436 -0.02785 0.00814 15.8696 0.05524
50.0 25.0 315.2 817.3 292.25826 73.99329 0.06265 0.01239 0.0539 0.00703 0.00665 -0.06226 0.01245 15.95446 0.07481
