ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
27.0 5.0 1281.2 1301.8 238.89891 11.15948 0.01444 0.00672 68.8007720393 -0.01067 0.0071 0.00974 0.00622 14.49058 0.04883
27.0 14.0 1281.0 1298.8 238.89891 11.1594 0.01534 0.00623 69.3966481462 -0.01154 0.0067 0.01011 0.00556 14.49151 0.02824
27.0 16.0 1276.8 1300.8 238.8993 11.15961 0.01582 0.00513 71.7686934181 -0.01273 0.00536 0.0094 0.00468 14.49018 0.04238
27.0 17.0 1274.5 1302.8 238.89925 11.1596 0.01183 0.005 49.2514520694 -0.00175 0.00613 0.0117 0.00497 14.49946 0.02151
27.0 20.0 1277.8 1303.1 238.89882 11.15948 0.0141 0.0053 47.9221899847 -0.00144 0.00603 0.01402 0.00529 14.49172 0.05964
27.0 29.0 1281.0 1297.8 238.89879 11.15947 0.0124 0.0062 79.4692461846 -0.01157 0.00632 0.00446 0.00532 14.47996 0.05104
27.0 30.0 1280.5 1305.8 238.89921 11.15951 0.04007 0.0114 49.4863647654 -0.00625 0.01332 0.03958 0.01135 14.46298 0.05435
27.0 49.0 1280.0 1300.3 238.8988 11.15947 0.02187 0.00837 -68.8637973968 -0.01618 0.00886 -0.01471 0.00774 nan nan
27.0 55.0 1281.5 1300.8 238.89919 11.15949 0.02882 0.01001 86.6770552474 -0.02863 0.01003 0.00334 0.00778 14.45699 0.05943
27.0 62.0 1280.8 1299.8 238.89879 11.15943 0.02577 0.00877 66.4058084557 -0.01751 0.00985 0.01891 0.00772 14.44721 0.07389
27.0 75.0 1274.0 1299.8 238.8988 11.15941 0.0349 0.01142 -25.7487233132 0.02173 0.01283 -0.02732 0.01043 14.47188 0.08019
27.0 79.0 1278.8 1303.1 238.89881 11.15948 0.01803 0.00759 22.0359568007 0.01295 0.00828 0.01254 0.00678 14.50004 0.03798
27.0 80.0 1283.2 1305.8 238.89883 11.15936 0.08317 0.01126 31.890830877 0.03674 0.01234 0.07461 0.01098 14.44863 0.09109
27.0 82.0 1281.0 1299.3 238.89894 11.15942 0.02016 0.00887 33.3805211443 0.00796 0.01007 0.01853 0.00864 nan nan
27.0 84.0 1273.5 1292.4 238.89875 11.15934 0.03324 0.01536 -46.6731419914 -0.00194 0.01645 -0.03318 0.01536 14.49969 0.09941
27.0 86.0 1276.8 1301.6 238.89875 11.15952 0.06668 0.01207 27.7196981284 0.03783 0.01415 0.05491 0.01094 14.47044 0.07933
27.0 92.0 1270.0 1291.6 238.89881 11.15942 0.03335 0.01556 -48.4435815783 -0.004 0.01827 -0.03311 0.01552 14.41916 0.07315
27.0 93.0 1284.8 1304.8 238.89915 11.15952 0.01732 0.00657 52.1391593569 -0.00427 0.00843 0.01679 0.00644 14.4739 0.03361
27.0 96.0 1275.0 1297.8 238.89875 11.15942 0.04867 0.01561 82.4772746091 -0.047 0.01576 0.01263 0.01333 14.49724 0.07914
27.0 107.0 1280.2 1304.1 238.89919 11.15958 0.0641 0.01592 38.5486004564 0.01431 0.01984 0.06248 0.01568 14.50771 0.06115
27.0 109.0 1275.2 1298.8 238.89887 11.15945 0.05277 0.01419 -68.4340790504 -0.03852 0.01512 -0.03608 0.01304 14.4751 0.107
