ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
15.0 0.0 1817.7 1770.9 238.83445 11.10376 0.07756 0.01314 86.253066479 -0.0769 0.0136502161155 0.01012 0.00794433131233 15.04664 0.04993
15.0 1.0 1812.2 1772.9 238.83474 11.10365 0.0621 0.01547 -89.541844223 -0.06209 0.01547 -0.00099 0.00877 15.05967 0.06013
15.0 2.0 1824.2 1778.9 238.83448 11.10376 0.051 0.01484 -86.1155566082 -0.05053 0.01493 -0.00689 0.00796 15.02733 0.04167
15.0 3.0 1829.4 1774.7 238.83445 11.10373 0.05104 0.01146 78.724401051 -0.04714 0.01208 0.01958 0.00682 15.07688 0.02407
15.0 4.0 1824.2 1765.2 238.83444 11.10371 0.06255 0.01228 89.0491005192 -0.06252 0.01229 0.00208 0.00722 15.05408 0.0307
15.0 5.0 1823.4 1780.2 238.83443 11.10344 0.05184 0.01614 -87.4448186929 -0.05164 0.01618 -0.00462 0.00876 15.06694 0.07196
15.0 6.0 1827.7 1774.2 238.83468 11.10371 0.06439 0.01479 -87.1526102173 -0.06408 0.01484 -0.00639 0.00822 15.06158 0.05486
15.0 8.0 1825.7 1781.8 238.83476 11.10368 0.04182 0.01966 85.8405368665 -0.04138 0.01981 0.00605 0.0106 15.03217 0.06512
15.0 9.0 1817.2 1765.9 238.83445 11.10378 0.04731 0.01434 -83.5544352639 -0.04612 0.01457 -0.01055 0.00893 15.0455 0.05812
15.0 14.0 1823.2 1776.9 238.83473 11.10369 0.03478 0.01457 82.3512238942 -0.03354 0.01495 0.00918 0.00788 15.04827 0.04107
15.0 16.0 1818.7 1778.7 238.83447 11.10375 0.06005 0.0118 -88.4303061005 -0.05996 0.01181 -0.00329 0.00648 15.0422 0.05996
15.0 18.0 1824.7 1780.9 238.83435 11.10357 0.05522 0.02432 -79.7098884586 -0.05169 0.02549 -0.01941 0.01335 15.11047 0.0792
15.0 20.0 1819.2 1781.2 238.83476 11.10367 0.06345 0.01356 -87.542221518 -0.06321 0.0136 -0.00544 0.00755 15.04707 0.08714
15.0 21.0 1815.2 1774.9 238.83446 11.10375 0.0466 0.01475 -88.1151793132 -0.0465 0.01477 -0.00307 0.00812 15.03598 0.03638
15.0 22.0 1824.2 1775.9 238.83405 11.10345 0.04975 0.01252 -89.1866103901 -0.04973 0.01252 -0.00141 0.00665 15.05057 0.06062
15.0 23.0 1824.2 1774.9 238.83403 11.10344 0.04113 0.01269 89.312661105 -0.04111 0.01269 0.00098 0.00682 15.06087 0.06057
15.0 25.0 1814.7 1773.7 238.8345 11.10374 0.09924 0.01993 -85.3592523186 -0.09794 0.02011 -0.01601 0.01084 15.03102 0.08215
15.0 27.0 1825.7 1785.8 238.8345 11.10381 0.0458 0.01445 81.3714660645 -0.04373 0.01494 0.01359 0.00781 15.02013 0.09302
15.0 28.0 1814.7 1780.7 238.83447 11.10379 0.06878 0.01549 89.5361146451 -0.06877 0.01549 0.00112 0.0087 15.05523 0.06668
15.0 33.0 1823.2 1772.9 238.83449 11.10377 0.04856 0.01522 -83.4684915947 -0.0473 0.0155 -0.01098 0.00847 15.03488 0.10373
15.0 34.0 1815.9 1780.9 238.83446 11.10376 0.04615 0.01274 81.2740632393 -0.04403 0.01315 0.01384 0.0074 15.06748 0.03516
15.0 35.0 1817.7 1779.2 238.83393 11.10347 0.06167 0.01741 -75.5559444439 -0.054 0.01901 -0.0298 0.01057 15.0591 0.09723
15.0 43.0 1815.4 1766.2 238.83478 11.1037 0.05063 0.02367 -87.2385538866 -0.05039 0.02375 -0.00487 0.01312 1.3154 1.61508
15.0 44.0 1817.4 1778.9 238.83446 11.10377 0.04713 0.01428 84.6144071849 -0.0463 0.01446 0.0088 0.00796 15.09908 0.02675
15.0 45.0 1815.2 1780.9 238.83456 11.10341 0.0601 0.02339 82.3454943162 -0.05797 0.02404 0.01587 0.01189 1.1556 1.36545
15.0 50.0 1820.7 1775.2 238.83478 11.10365 0.06 0.01548 84.4597085802 -0.05888 0.01568 0.01153 0.00852 2.67069 3.07992
