ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
27.0 1.0 689.5 1521.4 241.05765 57.45799 0.03038 0.00964 0.1448 -0.0068 0.00875 0.02961 0.00969 17.35026 0.14246
27.0 2.0 686.0 1515.9 241.05779 57.45812 0.02037 0.00753 0.1728 0.01096 0.00669 0.01717 0.00784 18.19675 0.89158
27.0 6.0 690.2 1525.9 241.05759 57.45796 0.03643 0.01354 0.1632 0.01657 0.01125 -0.03244 0.01408 18.80402 1.43556
27.0 7.0 686.0 1526.9 241.0579 57.45801 0.03092 0.00827 0.1422 0.02613 0.0079 0.01653 0.00913 17.81874 0.36282
27.0 14.0 685.8 1529.9 241.05751 57.45808 0.03446 0.01098 0.1363 -0.00568 0.00934 0.03399 0.01102 nan nan
27.0 15.0 682.5 1518.9 241.05764 57.45797 0.04659 0.01594 0.1543 0.02593 0.01297 0.03871 0.01711 nan nan
27.0 21.0 695.6 1529.9 241.05771 57.45806 0.17883 0.02227 0.0539 -0.05916 0.0188 0.16876 0.02266 nan nan
27.0 23.0 698.6 1529.2 241.05759 57.4579 0.05189 0.008 0.0793 0.03874 0.00707 0.03452 0.00905 1.9773 0.58516
27.0 27.0 689.8 1514.9 241.05797 57.458 0.0828 0.01674 0.115 -0.07244 0.0156 0.04011 0.01999 17.5236 0.44545
27.0 31.0 692.3 1525.7 241.05796 57.458 0.02602 0.00906 0.1517 -0.00327 0.00787 0.02581 0.00908 18.74795 1.64283
