ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
37.0 0.0 1868.1 493.6 245.95354 56.93912 0.01627 0.00229 6.1421075638 0.00626 0.00501757909753 -0.01502 0.00391950251945 15.65606 0.02488
37.0 1.0 1863.6 495.6 245.95358 56.93917 0.01189 0.00319 0.1201 0.0092 0.00378 -0.00754 0.00201 15.66823 0.02502
37.0 2.0 1860.8 494.9 245.95351 56.93915 0.013 0.00331 0.173 0.00664 0.00503 -0.01117 0.00244 15.64914 0.05491
37.0 3.0 1862.8 494.6 245.95341 56.93914 0.01495 0.00223 0.1472 0.00261 0.00445 -0.01472 0.00213 15.57662 0.13128
37.0 4.0 1867.1 496.6 245.9536 56.93911 0.0145 0.00317 0.1082 0.01034 0.00397 -0.01017 0.00203 15.66519 0.02475
37.0 5.0 1870.6 492.1 245.95345 56.93915 0.01593 0.00303 0.1029 0.01047 0.00397 -0.012 0.00204 15.65164 0.05624
37.0 6.0 1865.3 489.1 245.95356 56.93914 0.01052 0.0032 0.164 0.00694 0.0042 -0.00791 0.00212 15.67039 0.02486
37.0 7.0 1869.3 496.4 245.95355 56.93909 0.01512 0.00433 0.1118 0.01284 0.00483 -0.00798 0.00261 15.58711 0.09586
37.0 11.0 1869.6 489.9 245.95362 56.9391 0.01223 0.00304 0.1467 0.00735 0.00419 -0.00977 0.00214 15.63043 0.04995
37.0 12.0 1866.3 496.9 245.95361 56.93911 0.01584 0.00331 0.1682 0.00591 0.00564 -0.0147 0.00276 15.65422 0.05805
37.0 14.0 1865.3 488.1 245.95355 56.9392 0.01648 0.00333 0.1258 0.00931 0.00475 -0.0136 0.00239 15.65991 0.03304
37.0 16.0 1857.8 492.6 245.95359 56.93914 0.02122 0.00452 0.0928 0.01665 0.00536 -0.01317 0.0027 15.63945 0.06994
37.0 17.0 1857.8 484.4 245.95352 56.93918 0.02042 0.00498 0.0821 0.01847 0.00536 -0.00871 0.00271 15.58896 0.12427
37.0 22.0 1861.6 491.9 245.95356 56.9391 0.03787 0.01013 0.0986 0.03247 0.01136 -0.01949 0.00542 15.5851 0.14867
37.0 24.0 1862.6 494.9 245.95383 56.93886 0.03044 0.00752 0.0994 0.02502 0.00867 -0.01734 0.00426 15.62762 0.13137
37.0 27.0 1868.6 495.6 245.95352 56.93909 0.01577 0.00382 0.1569 -0.00868 0.00566 -0.01316 0.00264 15.58049 0.13095
37.0 30.0 1873.8 492.6 245.95352 56.93912 0.02824 0.00905 0.0947 -0.02605 0.00966 -0.01089 0.00416 15.6289 0.12988
37.0 32.0 1863.8 488.9 245.95354 56.93901 0.02405 0.00528 0.1449 0.01299 0.00795 -0.02024 0.00365 15.63719 0.03351
37.0 33.0 1867.1 493.1 245.9536 56.9392 0.04145 0.00538 0.0467 -0.0362 0.00593 -0.02019 0.00295 15.62823 0.0297
37.0 35.0 1858.8 494.4 245.95339 56.93906 0.12122 0.00957 0.0187 -0.12121 0.00957 0.00154 0.00454 15.57538 0.10098
