ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
46.0 0.0 1908.5 637.8 245.94485 56.92199 0.00832 0.00172 9.76893040698 0.00272 0.00450794853564 -0.00786 0.00372022848761 15.25784 0.01805
46.0 1.0 1904.5 640.1 245.94485 56.922 0.01778 0.00163 0.0819 0.00398 0.00297 -0.01732 0.00152 15.26089 0.01799
46.0 2.0 1901.8 639.1 245.94484 56.92201 0.01393 0.00395 0.0673 0.01391 0.00395 -0.00073 0.00187 15.26192 0.04012
46.0 4.0 1908.0 640.8 245.94491 56.92196 0.01842 0.00164 0.082 0.00406 0.00308 -0.01797 0.00153 15.25534 0.01783
46.0 6.0 1906.2 633.1 245.94487 56.92202 0.01688 0.0019 0.0931 0.00593 0.0033 -0.0158 0.00161 15.26446 0.01796
46.0 7.0 1909.8 640.1 245.94484 56.92201 0.02099 0.00226 0.087 0.00746 0.00384 -0.01962 0.00194 15.1899 0.06959
46.0 9.0 1905.8 630.1 245.94486 56.92196 0.02015 0.00269 0.1116 0.00722 0.00474 -0.01881 0.00224 15.25196 0.02196
46.0 12.0 1906.5 640.8 245.94495 56.922 0.01185 0.00355 0.1401 0.0088 0.00441 -0.00794 0.00204 15.24314 0.04154
46.0 13.0 1905.8 637.1 245.94489 56.92201 0.01153 0.00193 0.1892 -0.00112 0.00438 -0.01148 0.0019 15.28754 0.02353
46.0 14.0 1905.5 632.1 245.94485 56.92202 0.01973 0.0024 0.0853 0.00966 0.00373 -0.0172 0.00179 15.2544 0.02367
46.0 15.0 1906.2 640.8 245.94488 56.922 0.00905 0.0016 0.2006 0.00062 0.00364 -0.00903 0.00158 15.26165 0.02321
46.0 19.0 1903.8 637.1 245.94491 56.92203 0.01192 0.00363 0.128 0.00951 0.00429 -0.0072 0.00203 15.20661 0.06412
46.0 22.0 1902.0 635.6 245.94487 56.92202 0.01767 0.00483 0.2401 0.00626 0.00895 -0.01652 0.0039 15.22206 0.11084
46.0 23.0 1907.2 634.1 245.94485 56.92197 0.01402 0.00282 0.1859 -0.00441 0.00544 -0.01331 0.00236 15.25225 0.04216
46.0 24.0 1903.0 639.3 245.94514 56.92178 0.0189 0.0032 0.1804 -0.00305 0.00689 -0.01866 0.00304 15.21207 0.09381
46.0 25.0 1902.8 639.8 245.94448 56.92198 0.0233 0.00382 0.1059 -0.01285 0.00566 -0.01944 0.00264 15.25072 0.02828
46.0 28.0 1908.2 634.1 245.94495 56.92203 0.01548 0.00206 0.1349 0.0006 0.00418 -0.01547 0.00205 15.19753 0.0925
46.0 29.0 1889.8 704.8 245.94507 56.92155 0.04211 0.0127 0.0811 0.04127 0.01289 -0.00837 0.00646 15.24572 0.09666
46.0 30.0 1914.8 637.1 245.94484 56.92196 0.0185 0.00496 0.1743 -0.01053 0.00756 -0.01522 0.00301 15.22263 0.09332
46.0 31.0 1906.5 645.1 245.94488 56.92201 0.0215 0.00468 0.1199 -0.0141 0.0064 -0.01623 0.00273 15.25973 0.04107
