ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
28.0 3.0 324.7 816.1 246.28691 56.90164 0.01129 0.00304 0.1458 0.00865 0.00232 -0.00726 0.00383 15.62087 0.13614
28.0 11.0 329.4 807.1 246.28686 56.90167 0.01439 0.00365 0.0786 -0.00232 0.00221 -0.01421 0.00368 15.68141 0.05209
28.0 12.0 327.2 813.8 246.28691 56.9016 0.01306 0.00503 0.1137 0.00022 0.00297 -0.01305 0.00503 15.68053 0.05932
28.0 14.0 325.4 805.4 246.28675 56.90145 0.01106 0.00271 0.1898 -0.01069 0.00256 -0.00285 0.00429 15.70611 0.03433
28.0 18.0 326.4 805.9 246.28672 56.90144 0.00607 0.00207 0.2611 -0.00593 0.002 -0.00131 0.00322 15.66279 0.05288
28.0 21.0 332.5 816.1 246.2867 56.9016 0.01267 0.00494 0.1344 -0.0049 0.00298 0.01168 0.00521 15.71473 0.12389
28.0 22.0 322.4 808.4 246.28687 56.90161 0.03221 0.00917 0.1281 -0.02054 0.00577 -0.0248 0.0109 15.63799 0.15522
28.0 24.0 323.4 811.8 246.28695 56.90172 0.06044 0.00829 0.041 -0.01486 0.00464 -0.05859 0.00847 15.63515 0.13218
28.0 28.0 328.4 809.1 246.28684 56.9016 0.01302 0.00467 0.14 -0.00696 0.00275 -0.011 0.00525 15.61506 0.12985
28.0 31.0 327.0 818.1 246.28678 56.90161 0.0186 0.0069 0.1186 0.00671 0.00381 -0.01735 0.00725 15.7271 0.05994
28.0 33.0 327.4 811.8 246.2869 56.90158 0.03922 0.0053 0.0501 -0.01935 0.00307 -0.03411 0.00584 15.64192 0.03003
28.0 35.0 319.9 813.3 246.2867 56.90157 0.03499 0.007 0.0918 -0.02259 0.00469 -0.02672 0.00826 15.6686 0.10912
