ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
25.0 0.0 398.9 1661.2 246.27196 56.80098 0.00228 0.00113 -31.9366675006 0.001 0.00349984285362 -0.00205 0.00360223541707 13.73769 0.01815
25.0 1.0 397.9 1663.0 246.27201 56.80098 0.00495 0.00104 -41.7800824209 0.00056 0.00077 -0.00492 0.00104 13.71201 0.03014
25.0 3.0 390.2 1657.7 246.27203 56.80099 0.00956 0.00181 -41.1555584242 0.00128 0.00122 -0.00947 0.00182 13.71374 0.04399
25.0 4.0 393.8 1667.2 246.27201 56.80094 0.00504 0.00094 -18.9247959732 0.00398 0.00082 -0.00309 0.0011 13.73454 0.01737
25.0 5.0 395.0 1665.2 246.2719 56.80098 0.00612 0.00079 -19.5951565935 0.00474 0.00069 -0.00387 0.00092 13.71037 0.0393
25.0 6.0 397.9 1656.5 246.27182 56.80103 0.00197 0.00088 -29.5417039169 0.00101 0.0007 -0.00169 0.00093 13.7337 0.01635
25.0 8.0 394.5 1667.4 246.27203 56.80095 0.00528 0.00129 -43.6020882095 0.00026 0.00088 -0.00528 0.00129 13.73692 0.01787
25.0 9.0 395.5 1662.7 246.27209 56.80096 0.00349 0.00108 -34.0795296544 0.0013 0.00082 -0.00324 0.00112 13.72934 0.01788
25.0 10.0 398.4 1659.5 246.27206 56.80101 0.00668 0.00117 -37.7922961668 0.00166 0.00084 -0.00647 0.00118 13.75322 0.00974
25.0 12.0 392.0 1668.7 246.27201 56.80099 0.00503 0.00135 -21.4629990056 0.00368 0.0011 -0.00343 0.00158 13.71116 0.0337
25.0 14.0 406.0 1664.2 246.27195 56.80098 0.00488 0.00146 41.2816091392 0.00063 0.00103 0.00483 0.00146 13.70653 0.03712
25.0 15.0 402.9 1664.8 246.27207 56.80096 0.00346 0.00105 37.9298060377 0.00085 0.00077 0.00336 0.00107 13.64181 0.03973
25.0 17.0 391.2 1661.2 246.27217 56.80099 0.01014 0.00143 -37.7865665889 0.00253 0.00098 -0.00982 0.00146 13.71184 0.03819
25.0 18.0 402.9 1663.8 246.27198 56.80094 0.00172 0.00083 -25.530999351 0.00108 0.00069 -0.00134 0.00091 13.72541 0.01709
25.0 20.0 391.5 1661.4 246.27207 56.80092 0.00241 0.00069 -9.22462050161 0.00228 0.00067 -0.00076 0.00088 13.73619 0.02043
25.0 21.0 396.5 1666.7 246.2719 56.80098 0.00287 0.00092 -12.1982714583 0.00261 0.00087 -0.00119 0.00116 13.64889 0.03283
25.0 22.0 400.9 1666.2 246.27185 56.80098 0.00388 0.00084 15.2406773505 0.00334 0.00077 0.00197 0.00103 13.70891 0.03903
25.0 23.0 391.0 1656.2 246.27195 56.80111 0.00479 0.00122 -30.5157321687 0.00232 0.00094 -0.00419 0.0013 13.71664 0.0377
25.0 26.0 397.4 1658.2 246.27201 56.80097 0.00635 0.00098 -26.8774501696 0.00375 0.00076 -0.00512 0.00109 13.71 0.03776
25.0 28.0 395.4 1654.8 246.2721 56.80098 0.00728 0.0008 -19.5206720801 0.00565 0.0007 -0.00458 0.00093 13.69536 0.02275
25.0 29.0 391.2 1664.7 246.27194 56.80099 0.00337 0.00086 1.25477757134 0.00336 0.00086 0.00015 0.0012 13.73244 0.02092
25.0 31.0 394.5 1661.4 246.27209 56.80093 0.00787 0.00393 -35.7640255721 0.00249 0.00274 -0.00746 0.00404 13.70881 0.06158
25.0 32.0 401.2 1671.9 246.27174 56.80105 0.00276 0.0013 62.9967095746 -0.00162 0.00103 0.00223 0.00142 13.64637 0.0366
25.0 37.0 388.8 1662.7 246.27178 56.80114 0.00446 0.00105 -3.9419496305 0.00442 0.00104 -0.00061 0.00158 13.72878 0.02889
