ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
19.0 0.0 1260.1 733.1 235.67916 61.53442 0.01484 0.00294 5.31131876086 -0.01466 0.00450138867462 -0.0023 0.00436664631039 15.12421 0.0297
19.0 2.0 1258.6 730.4 235.67948 61.53458 0.01384 0.00344 0.1124 -0.01371 0.00345 -0.00188 0.0031 15.11732 0.02665
19.0 3.0 1268.4 738.9 235.67929 61.53452 0.02021 0.00364 0.0812 -0.02006 0.00365 0.0024 0.00328 15.12345 0.02197
19.0 4.0 1264.1 737.9 235.67947 61.53461 0.0231 0.00358 0.0703 -0.02309 0.00358 0.00046 0.00325 15.11151 0.03252
19.0 5.0 1261.1 729.4 235.67955 61.53456 0.0154 0.00348 0.1008 -0.01532 0.00349 -0.00151 0.0031 15.12197 0.02129
19.0 7.0 1255.1 728.4 235.67944 61.53463 0.01462 0.00426 0.1325 -0.01447 0.00427 0.00207 0.00387 15.11585 0.02665
19.0 8.0 1255.4 733.6 235.67965 61.53458 0.02236 0.00622 0.123 -0.02222 0.00623 0.0025 0.00549 15.04196 0.01476
19.0 9.0 1262.6 741.9 235.67965 61.5346 0.03094 0.00395 0.0565 -0.03092 0.00395 -0.00096 0.00349 15.12669 0.0287
19.0 12.0 1266.1 733.9 235.67963 61.53455 0.02554 0.00443 0.0794 -0.02495 0.00445 0.00544 0.00404 15.12415 0.01903
19.0 13.0 1256.6 734.1 235.67936 61.53462 0.01664 0.0048 0.1285 -0.01622 0.00483 -0.0037 0.00425 15.12669 0.03776
19.0 14.0 1260.4 730.9 235.67928 61.53463 0.01399 0.0039 0.1302 -0.01255 0.00398 0.00617 0.00356 15.13146 0.03365
19.0 15.0 1259.4 738.1 235.67952 61.53463 0.01278 0.00388 0.1374 -0.0126 0.00389 0.00214 0.0035 15.12878 0.04697
19.0 17.0 1243.4 813.6 235.67944 61.53454 0.02282 0.00358 0.0711 -0.02226 0.0036 -0.005 0.00323 15.10971 0.04563
19.0 19.0 1257.9 740.4 235.67954 61.5349 0.02417 0.00435 0.0797 -0.02412 0.00435 0.00144 0.00385 15.12851 0.03544
19.0 20.0 1262.6 731.6 235.67966 61.53453 0.03164 0.00452 0.0619 -0.03155 0.00453 0.00235 0.00391 15.12569 0.04231
19.0 21.0 1270.4 734.1 235.6793 61.53442 0.01812 0.00275 0.0686 -0.0178 0.00276 -0.00336 0.00247 15.1142 0.02739
19.0 22.0 791.1 826.8 235.67846 61.53528 0.02094 0.00468 0.1155 -0.01675 0.00447 0.01258 0.00503 15.1826 0.02567
19.0 23.0 1263.4 730.6 235.67951 61.53452 0.0197 0.00321 0.0731 -0.0197 0.00321 -0.00027 0.00288 15.1233 0.02519
19.0 26.0 1255.9 731.9 235.67958 61.53496 0.01801 0.00405 0.1006 -0.018 0.00405 -0.00057 0.00362 15.11884 0.03361
19.0 27.0 1263.9 741.9 235.67962 61.53462 0.02426 0.00466 0.0841 -0.0242 0.00466 -0.00174 0.00408 15.12338 0.03844
19.0 28.0 1254.1 735.6 235.67949 61.53459 0.01815 0.00489 0.1154 -0.01808 0.0049 -0.00156 0.00418 15.13278 0.04294
19.0 30.0 1260.6 742.4 235.67925 61.53458 0.02847 0.00463 0.0712 -0.02847 0.00463 0.00012 0.00406 15.13424 0.0524
19.0 31.0 1241.9 817.9 235.67968 61.53471 0.02574 0.00345 0.0595 -0.02548 0.00345 -0.00369 0.00305 15.11059 0.04305
19.0 32.0 1260.4 732.9 235.67965 61.53462 0.0276 0.00493 0.0786 -0.02744 0.00494 0.00293 0.00433 15.13164 0.04461
19.0 33.0 1256.1 733.6 235.67944 61.53458 0.01788 0.00467 0.1131 -0.01788 0.00467 -2e-05 0.00404 15.12264 0.03852
19.0 35.0 1259.4 735.4 235.6794 61.53476 0.03758 0.00755 0.0885 -0.0372 0.00757 0.00528 0.00663 15.13688 0.04652
19.0 38.0 1259.4 733.6 235.67943 61.53457 0.01576 0.00589 0.1674 -0.01431 0.00605 0.00662 0.0051 15.13794 0.03395
19.0 43.0 1254.1 734.4 235.67998 61.53452 0.02046 0.0041 0.1003 -0.02046 0.0041 0.00026 0.00411 15.14639 0.03264
19.0 44.0 1264.1 736.1 235.67937 61.53459 0.02028 0.00397 0.0895 -0.02028 0.00397 1e-05 0.00363 15.13799 0.05152
19.0 45.0 1262.6 737.4 235.67932 61.53463 0.03353 0.00518 0.0697 -0.03314 0.00519 -0.00507 0.00466 15.14019 0.03078
19.0 46.0 1262.4 735.6 235.67919 61.53453 0.02195 0.0033 0.0686 -0.02179 0.0033 -0.0026 0.00301 15.10829 0.03105
19.0 51.0 1265.9 740.4 235.67929 61.53457 0.01504 0.00543 0.1648 -0.01487 0.00545 0.00225 0.00494 15.14016 0.05745
19.0 52.0 1262.1 736.1 235.67918 61.53456 0.02907 0.00615 0.0957 -0.02906 0.00615 0.00077 0.00556 15.14404 0.03213
