ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
12.0 0.0 719.4 590.1 249.6226 57.39319 0.0082 0.00303 41.0581555991 0.00113 0.00428626877365 0.00813 0.00456087710863 16.24809 0.382
12.0 3.0 724.1 588.8 249.62221 57.39391 0.00707 0.00271 20.5004299098 0.00534 0.00253 0.00464 0.00293 16.40896 0.48872
12.0 7.0 724.6 590.6 249.62192 57.39365 0.0198 0.0063 18.3461086001 0.01588 0.00588 0.01183 0.00699 16.08847 0.05012
12.0 9.0 719.2 587.8 249.62261 57.3932 0.01099 0.0033 30.8595068457 0.00521 0.00306 0.00968 0.00337 17.52058 1.54384
12.0 11.0 728.4 581.1 249.62189 57.39361 0.0159 0.00572 49.0337281073 -0.00223 0.0047 0.01574 0.00574 nan nan
12.0 13.0 727.4 591.8 249.62183 57.39364 0.01899 0.00459 -1.28915503904 0.01897 0.00458 -0.00086 0.00535 18.22638 2.13212
12.0 16.0 729.4 593.6 249.6222 57.39374 0.017 0.0055 -63.6957180847 -0.01032 0.00494 -0.01351 0.00581 16.09887 0.09769
12.0 22.0 727.6 584.6 249.62258 57.3932 0.11459 0.01063 35.7582959941 0.03632 0.00794 0.10868 0.01089 1.74406 0.53835
12.0 23.0 723.6 584.3 249.62259 57.39318 0.01374 0.00365 35.4431692068 0.0045 0.00319 0.01299 0.0037 18.12474 2.2385
12.0 24.0 724.1 589.8 249.62251 57.39319 0.1083 0.01186 23.8751513231 0.07282 0.01034 0.08017 0.01297 nan nan
12.0 28.0 720.4 585.1 249.6219 57.39366 0.01023 0.00453 53.0100552055 -0.00282 0.00387 0.00984 0.00458 16.09267 0.08829
12.0 29.0 722.7 583.8 249.62253 57.39321 0.0842 0.01355 35.6608931689 0.02697 0.01024 0.07977 0.01388 15.96109 0.11203
12.0 33.0 725.1 582.8 249.6223 57.39379 0.01215 0.00408 69.4138368801 -0.00915 0.00372 0.008 0.0045 16.00614 0.12776
12.0 38.0 724.9 587.3 249.6219 57.39366 0.02199 0.00714 32.0856365273 0.00958 0.00637 0.0198 0.0073 15.9732 0.10312
