ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
39.0 0.0 1515.5 1686.2 249.44848 57.26364 0.00583 0.00083 3.38045099127 0.00559 0.00350463978178 0.00166 0.00346538598139 13.43785 0.0529
39.0 1.0 1520.2 1685.2 249.44902 57.26375 0.0041 0.00069 0.0903 0.00248 0.0008 0.00326 0.00063 13.4458 0.05983
39.0 2.0 1522.5 1675.2 249.44875 57.26322 0.0055 0.00082 0.0836 0.0026 0.00096 0.00485 0.00077 14.12627 0.01732
39.0 3.0 1513.5 1687.9 249.44843 57.26361 0.00893 0.00084 0.039 0.00843 0.00086 0.00293 0.00067 13.41796 0.05103
39.0 4.0 1529.5 1680.1 249.44875 57.26324 0.00578 0.00096 0.0947 0.00258 0.00114 0.00517 0.00091 14.12002 0.01654
39.0 5.0 1516.0 1683.4 249.44848 57.26363 0.00849 0.00088 0.0417 0.00848 0.00088 0.00049 0.00071 13.55156 0.11801
39.0 7.0 1524.5 1692.2 249.44873 57.26327 0.00688 0.0012 0.0684 0.00684 0.0012 -0.00081 0.00094 14.12266 0.01682
39.0 8.0 1511.5 1690.7 249.44867 57.26335 0.00809 0.00116 0.0572 0.00792 0.00117 0.00168 0.00091 13.45671 0.06355
39.0 10.0 1521.0 1679.9 249.44833 57.26362 0.00997 0.00084 0.0377 0.00835 0.00089 0.00546 0.00068 13.56729 0.14052
39.0 11.0 1519.0 1694.2 249.44849 57.26361 0.0072 0.00107 0.059 0.00707 0.00107 0.00133 0.00084 13.42862 0.06347
39.0 13.0 1528.5 1678.7 249.44869 57.26326 0.00853 0.00115 0.0549 0.0084 0.00116 0.0015 0.00093 14.13414 0.01586
39.0 14.0 1522.8 1686.2 249.44888 57.26342 0.00616 0.00134 0.099 0.00503 0.00145 0.00354 0.00109 14.12755 0.01544
39.0 16.0 1519.8 1682.9 249.44843 57.26362 0.0121 0.00108 0.0399 0.01026 0.00114 0.00642 0.00089 13.60225 0.16484
39.0 19.0 1518.8 1691.2 249.44846 57.26363 0.02398 0.00096 0.0155 -0.02354 0.00097 0.00458 0.00073 13.4168 0.08461
39.0 21.0 1524.8 1678.4 249.4486 57.26339 0.04326 0.00133 0.0113 -0.04305 0.00133 0.00422 0.00097 13.55206 0.13564
39.0 22.0 1520.8 1689.2 249.44913 57.26348 0.00275 0.0009 0.2062 -0.00068 0.00115 0.00266 0.00088 14.09589 0.02929
39.0 23.0 1509.2 1689.9 249.44874 57.26346 0.00717 0.00114 0.0851 0.00077 0.00122 0.00713 0.00114 14.05484 0.03433
39.0 24.0 1524.5 1691.2 249.44917 57.26346 0.00595 0.00126 0.0868 0.00551 0.0013 0.00226 0.00098 14.04313 0.04336
39.0 25.0 1523.2 1677.9 249.44909 57.26346 0.00614 0.00098 0.0909 -0.00281 0.00116 0.00546 0.00092 14.10211 0.04223
39.0 26.0 1520.5 1683.2 249.44834 57.26364 0.00893 0.00157 0.0849 0.00668 0.00177 0.00593 0.00128 2.37603 1.01142
39.0 29.0 1520.8 1688.2 249.44896 57.26342 0.00733 0.00178 0.1037 0.00637 0.00189 0.00363 0.00138 14.09956 0.02839
39.0 31.0 1512.2 1691.4 249.4489 57.26341 0.00383 0.00093 0.1259 -0.00244 0.00104 0.00295 0.00084 14.10546 0.03718
39.0 32.0 1521.5 1685.2 249.44853 57.26358 0.00587 0.00117 0.122 0.00194 0.00146 0.00554 0.00112 14.10637 0.01255
39.0 33.0 1519.5 1682.7 249.44834 57.26365 0.01092 0.00168 0.0642 0.00962 0.00178 0.00517 0.00127 2.1347 0.96146
39.0 34.0 1524.5 1674.2 249.44887 57.26342 0.0063 0.00123 0.089 0.00538 0.0013 0.00329 0.00105 14.10901 0.01771
39.0 35.0 1522.2 1682.9 249.44889 57.26341 0.01253 0.00149 0.0503 0.01086 0.00159 0.00625 0.00113 14.11385 0.0317
39.0 37.0 1517.0 1686.9 249.44891 57.2634 0.00381 0.00112 0.177 -0.00145 0.00139 0.00352 0.00107 14.09755 0.04371
39.0 38.0 1518.2 1688.2 249.44831 57.26361 0.00808 0.00156 0.1206 -0.00332 0.00204 0.00737 0.00145 13.69304 0.2178
39.0 39.0 1518.5 1679.2 249.44853 57.26358 0.00768 0.00132 0.109 0.00162 0.00169 0.00751 0.0013 14.09764 0.03654
