ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
19.0 0.0 1615.8 1333.4 249.42659 57.30508 0.00741 0.00174 -14.4213477034 0.00649 0.00387072344659 -0.00357 0.0036436382916 14.84659 0.12618
19.0 1.0 1613.2 1334.9 249.42662 57.30506 0.01082 0.00181 -16.6959901501 0.00903 0.00197 -0.00595 0.00138 14.81666 0.12431
19.0 2.0 1629.2 1327.2 249.42669 57.30519 0.00765 0.00241 -12.8858208125 0.00689 0.00253 -0.00332 0.00178 15.29882 0.02438
19.0 3.0 1620.2 1332.2 249.4265 57.30533 0.00708 0.00166 -16.9309028461 0.00588 0.00181 -0.00395 0.00124 14.88386 0.1493
19.0 5.0 1624.5 1339.4 249.42671 57.30518 0.00636 0.00196 -36.8812932726 0.00178 0.00266 -0.00611 0.00189 15.30117 0.02483
19.0 6.0 1629.2 1326.2 249.42663 57.30519 0.00774 0.00232 -17.3434324586 0.00636 0.00252 -0.0044 0.00181 15.31506 0.02449
19.0 9.0 1616.0 1330.9 249.42663 57.30504 0.01388 0.00191 -18.4435114253 0.0111 0.00214 -0.00833 0.00143 15.13277 0.33652
19.0 10.0 1621.2 1335.9 249.42674 57.30512 0.00531 0.00199 -63.2659997383 -0.00316 0.00238 -0.00427 0.00173 15.29994 0.02745
19.0 11.0 1623.2 1326.2 249.42671 57.30514 0.00523 0.00212 -44.2896375636 0.00013 0.0031 -0.00523 0.00212 15.49401 0.61435
19.0 12.0 1613.0 1338.1 249.42668 57.30527 0.00572 0.00234 -24.1329823309 0.00381 0.00278 -0.00427 0.00192 14.95199 0.16461
19.0 14.0 1620.5 1336.4 249.42666 57.30524 0.00603 0.00223 -28.2124418322 0.00333 0.00287 -0.00502 0.00188 15.26739 0.05306
19.0 17.0 1623.8 1339.1 249.42667 57.3053 0.00737 0.00186 -56.2128892803 -0.00281 0.00249 -0.00682 0.00173 15.30187 0.02675
19.0 19.0 1627.2 1333.6 249.4267 57.30525 0.0068 0.00282 -17.6929367136 0.00554 0.00312 -0.00394 0.00209 14.95248 0.1653
19.0 20.0 1620.5 1335.4 249.4267 57.30512 0.0137 0.00494 -19.0852241558 0.01077 0.00565 -0.00846 0.00352 15.23907 0.05028
19.0 21.0 1620.8 1330.2 249.42627 57.30514 0.01016 0.0045 -22.116170892 0.00728 0.00539 -0.00708 0.00332 1.58543 0.56434
19.0 22.0 1621.8 1330.9 249.42623 57.30505 0.01039 0.00427 -25.0783626929 0.00666 0.00537 -0.00798 0.00329 1.84897 0.59545
19.0 23.0 1620.8 1327.2 249.42627 57.30506 0.00531 0.00195 -17.1085197626 0.00439 0.00214 -0.00298 0.00144 15.17319 0.4169
19.0 24.0 1619.2 1335.1 249.42616 57.30513 0.01425 0.00446 59.8683600132 -0.00707 0.00619 0.01237 0.00372 15.94465 0.95966
19.0 25.0 1621.0 1330.4 249.42657 57.3051 0.00586 0.00233 -28.7911292053 0.00314 0.00294 -0.00495 0.00203 15.41535 0.56668
19.0 27.0 1624.0 1321.4 249.42672 57.30511 0.00795 0.0033 -5.55196103482 0.00781 0.00333 -0.00153 0.00245 15.28178 0.02701
19.0 32.0 1613.5 1339.1 249.4267 57.30509 0.00679 0.00184 -60.836658687 -0.00357 0.00226 -0.00578 0.00165 15.26562 0.06116
19.0 33.0 1622.8 1324.9 249.42657 57.30523 0.00515 0.00186 -45.4928489334 -9e-05 0.00269 -0.00515 0.00185 15.24388 0.07133
19.0 36.0 1619.0 1335.9 249.42657 57.30518 0.00947 0.00267 -34.0738000764 0.00352 0.00381 -0.00879 0.00244 15.55525 0.63808
