ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
7.0 0.0 1538.3 1736.8 191.9644 58.25957 0.00475 0.00071 -19.5092129242 0.00369 0.00348390585407 -0.00299 0.00345606712898 11.08602 0.02145
7.0 1.0 1542.0 1719.3 191.96431 58.25967 0.00287 0.00077 14.5130209507 0.00251 0.0008 0.00139 0.00065 11.15535 0.09076
7.0 3.0 1536.3 1729.1 191.96445 58.25978 0.00606 0.0007 -29.6333771642 0.00309 0.00081 -0.00521 0.00066 11.1012 0.04865
7.0 4.0 1542.1 1731.8 191.9644 58.25979 0.00464 0.00082 -20.6665876704 0.00348 0.00089 -0.00306 0.00072 11.10197 0.04321
7.0 5.0 1538.1 1736.8 191.96476 58.25959 0.00276 0.00076 -29.2666841753 0.00144 0.0009 -0.00235 0.00069 11.10098 0.0463
7.0 6.0 1542.3 1727.6 191.96381 58.2594 0.00423 0.00078 -10.2215670651 0.00397 0.00079 -0.00148 0.00064 11.10391 0.04461
7.0 8.0 1537.6 1725.1 191.96459 58.25963 0.00471 0.00095 7.52866542802 0.00455 0.00097 0.00122 0.00075 11.09873 0.05027
7.0 9.0 1541.1 1738.1 191.96448 58.25976 0.00424 0.00065 -33.4034394561 0.00167 0.00078 -0.00389 0.00062 11.10325 0.04486
7.0 10.0 1541.1 1746.6 191.9643 58.2596 0.00265 0.00055 -19.3717030534 0.00207 0.00059 -0.00166 0.00047 11.10042 0.04728
7.0 11.0 1545.3 1733.3 191.96446 58.2598 0.00525 0.00066 -33.8618056922 0.00199 0.00079 -0.00486 0.00063 11.09953 0.05055
7.0 12.0 1538.6 1734.1 191.9646 58.25964 0.00338 0.00075 -16.1344915109 0.00286 0.0008 -0.0018 0.00061 11.09868 0.04614
7.0 13.0 1542.6 1730.8 191.96442 58.25978 0.00249 0.00078 -22.7979906683 0.00174 0.00086 -0.00178 0.0007 11.09729 0.05901
7.0 14.0 1548.8 1731.3 191.96448 58.25957 0.00329 0.00056 -34.6066508259 0.00117 0.00067 -0.00308 0.00054 11.099 0.0503
7.0 15.0 1536.1 1734.6 191.96473 58.25958 0.00554 0.00105 -10.0554093045 0.00521 0.00108 -0.00191 0.00083 11.09433 0.04957
7.0 16.0 1551.1 1736.1 191.96381 58.25938 0.00434 0.0006 -28.8598841407 0.00232 0.00069 -0.00367 0.00056 11.10337 0.05013
7.0 17.0 1534.6 1735.8 191.96464 58.2596 0.0038 0.00085 -17.5153197971 0.00312 0.00091 -0.00218 0.00071 11.09951 0.0557
7.0 18.0 1542.8 1740.3 191.96468 58.25961 0.00293 0.00056 -18.4435114253 0.00234 0.00061 -0.00176 0.00048 11.09986 0.05084
7.0 19.0 1537.6 1727.6 191.96425 58.25969 0.00295 0.00073 -35.0306395943 0.00101 0.00086 -0.00278 0.00071 11.09534 0.05632
7.0 21.0 1542.6 1734.8 191.96444 58.25975 0.00712 0.00075 -22.356813166 0.00506 0.00083 -0.00501 0.00066 11.10035 0.05185
7.0 22.0 1544.1 1734.6 191.96445 58.25977 0.00501 0.00074 -41.4534964777 0.00062 0.00093 -0.00497 0.00074 11.09933 0.05618
7.0 25.0 1545.1 1734.8 191.96477 58.25962 0.00535 0.0011 -24.8491795748 0.00346 0.0013 -0.00408 0.00093 11.09075 0.06609
7.0 26.0 1542.6 1726.8 191.96445 58.25959 0.00533 0.00077 -16.2891901156 0.00449 0.00082 -0.00287 0.00065 11.09574 0.07797
