ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
32.0 0.0 503.4 650.4 267.95 9.69543 0.02678 0.00308 52.3568833191 -0.00681 0.00417329605947 0.02591 0.00461458557186 14.36932 0.04371
32.0 1.0 511.4 657.8 267.9499 9.69537 0.00955 0.00245 29.5760813847 0.0049 0.00192 0.0082 0.00261 14.35016 0.03611
32.0 4.0 511.4 657.3 267.94997 9.69535 0.01899 0.00296 39.7288935144 0.00347 0.00213 0.01867 0.00298 14.2982 0.03801
32.0 5.0 500.9 653.1 267.95023 9.69561 0.00982 0.00309 55.2503201845 -0.00344 0.0024 0.0092 0.00317 14.56677 0.09067
32.0 6.0 506.4 655.3 267.94987 9.69529 0.02348 0.00378 41.1383696904 0.00315 0.00277 0.02326 0.0038 14.37857 0.05226
32.0 11.0 504.2 654.3 267.95025 9.69592 0.01686 0.00315 44.2953671416 0.00041 0.00229 0.01686 0.00315 14.39384 0.03465
32.0 14.0 508.2 663.3 267.95031 9.69583 0.01051 0.00278 21.3541370245 0.00772 0.00242 0.00713 0.00315 14.36016 0.04929
32.0 22.0 504.2 659.3 267.94993 9.69539 0.01534 0.00339 38.3366060722 0.00354 0.00238 0.01493 0.00343 14.35796 0.04012
32.0 28.0 500.9 661.1 267.94988 9.6953 0.01506 0.00456 48.5696322932 -0.00187 0.0032 0.01494 0.00457 14.3358 0.05676
32.0 33.0 505.9 657.3 267.94971 9.69554 0.01181 0.00402 65.1051942607 -0.00762 0.00346 0.00902 0.00438 14.48157 0.05606
32.0 37.0 503.2 657.3 267.95067 9.69612 0.01065 0.00473 21.061928549 0.0079 0.00404 0.00714 0.00545 2.14027 0.57377
32.0 39.0 500.9 655.3 267.9498 9.69556 0.01495 0.00347 55.9264103827 -0.00557 0.00264 0.01388 0.00358 14.43244 0.04917
32.0 44.0 505.9 656.6 267.94998 9.69546 0.02404 0.01007 43.9401333086 0.00089 0.00715 0.02403 0.01007 14.40116 0.05065
32.0 54.0 509.7 663.1 267.95003 9.69572 0.03456 0.01506 67.6032902475 -0.02452 0.01257 0.02435 0.01722 14.43576 0.11931
32.0 76.0 508.8 659.6 267.94979 9.69556 0.02493 0.00294 47.1372378054 -0.00186 0.00209 0.02486 0.00294 14.26644 0.02485
32.0 78.0 505.4 652.9 267.95039 9.69572 0.02829 0.0037 57.3702640264 -0.01184 0.00286 0.0257 0.00385 14.35727 0.07412
