ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
20.0 0.0 422.2 292.1 267.95968 9.7379 0.03187 0.00964 64.0738702295 -0.01969 0.00822557596768 0.02507 0.0112843963064 15.52925 0.0764
20.0 1.0 430.8 299.4 267.95963 9.73772 0.02256 0.00568 76.6904008783 -0.02017 0.00501 0.01011 0.0078 15.58826 0.05319
20.0 2.0 426.0 301.4 267.96001 9.7379 0.0262 0.00706 63.9821969823 -0.01612 0.00529 0.02066 0.00795 5.3832 1.77697
20.0 3.0 426.8 302.9 267.96009 9.73775 0.02213 0.00677 71.2931384481 -0.01758 0.00554 0.01345 0.00846 15.57393 0.05525
20.0 5.0 418.8 294.9 267.95995 9.73791 0.02503 0.00726 -89.1350441885 -0.02502 0.00726 -0.00076 0.01085 15.78234 0.20802
20.0 6.0 422.5 297.6 267.95951 9.73794 0.04014 0.01127 70.5540228924 -0.03124 0.00968 0.0252 0.01335 15.50551 0.08767
20.0 7.0 421.8 299.4 267.96007 9.73774 0.04048 0.00865 30.6990786631 0.01938 0.00652 0.03554 0.00918 15.58623 0.12139
20.0 8.0 418.2 305.4 267.9595 9.73779 0.036 0.00859 -89.7652977631 -0.036 0.00859 -0.0003 0.01288 15.53643 0.09439
20.0 9.0 427.0 298.2 267.96003 9.73767 0.01669 0.00386 70.9780116608 -0.01315 0.00328 0.01029 0.00464 15.65801 0.0338
20.0 11.0 421.5 296.2 267.96005 9.73771 0.02602 0.00782 -79.2858996902 -0.02423 0.00722 -0.00951 0.01091 15.58216 0.06362
20.0 13.0 425.8 299.9 267.96029 9.73765 0.02506 0.01057 72.5249977077 -0.02054 0.00889 0.01436 0.01337 nan nan
20.0 14.0 427.8 305.4 267.96007 9.73776 0.01728 0.00824 73.3672456665 -0.01445 0.00718 0.00948 0.01028 15.49113 0.08746
20.0 17.0 429.2 299.7 267.96 9.73768 0.01057 0.00316 82.0876633084 -0.01017 0.00305 0.00288 0.0043 15.5566 0.06502
20.0 18.0 426.8 305.4 267.96015 9.73765 0.02329 0.01093 54.0929454383 -0.00727 0.0081 0.02213 0.0112 15.52757 0.20166
20.0 20.0 418.0 301.9 267.96007 9.73773 0.02965 0.00687 73.6365358302 -0.02495 0.00602 0.01603 0.0086 15.59495 0.03405
20.0 21.0 426.2 296.9 267.95967 9.73772 0.01818 0.00602 -86.1212861861 -0.01801 0.00596 -0.00245 0.00878 15.51849 0.07743
20.0 22.0 421.5 300.9 267.95972 9.73793 0.02187 0.00739 -85.0097480636 -0.02154 0.00724 -0.00379 0.01121 15.58448 0.07505
20.0 23.0 423.9 301.4 267.96023 9.73857 0.01679 0.00516 -86.2072298554 -0.01664 0.00511 -0.00222 0.00712 15.54857 0.08235
20.0 24.0 419.0 298.1 267.95969 9.73774 0.01638 0.00637 75.1835218771 -0.01423 0.00549 0.0081 0.00852 15.60379 0.05872
20.0 25.0 424.2 299.2 267.95969 9.73808 0.02031 0.00865 78.9421250131 -0.01882 0.00808 0.00764 0.01154 15.48903 0.06421
20.0 30.0 423.2 302.4 267.96009 9.73776 0.0247 0.00753 64.6640167585 -0.01566 0.00599 0.01911 0.00841 15.58459 0.05608
20.0 31.0 425.5 299.4 267.9601 9.73777 0.01804 0.0055 -78.9478545911 -0.01671 0.00509 -0.00679 0.00754 15.54829 0.08385
20.0 32.0 422.8 300.9 267.96051 9.73864 0.01629 0.00627 -83.5372465301 -0.01588 0.00613 -0.00364 0.00859 15.70885 0.05444
20.0 34.0 420.8 299.9 267.95893 9.73721 0.02579 0.00591 81.7037815857 -0.02472 0.00563 0.00736 0.00838 15.57288 0.06374
20.0 36.0 422.9 301.2 267.96017 9.73844 0.01334 0.00635 72.0379835818 -0.0108 0.00553 0.00783 0.00766 15.56619 0.05673
20.0 39.0 418.2 297.9 267.95959 9.73774 0.02239 0.00844 83.8122662717 -0.02187 0.00822 0.0048 0.01212 15.48738 0.10674
20.0 44.0 424.7 298.4 267.95977 9.738 0.08289 0.02509 73.3271386208 -0.06925 0.02146 0.04556 0.03194 15.51163 0.09722
20.0 45.0 427.8 298.4 267.96027 9.73837 0.02344 0.00753 -76.0773360375 -0.02073 0.00684 -0.01095 0.00959 15.62727 0.112
20.0 53.0 414.8 298.1 267.96036 9.73846 0.02325 0.00396 -89.7137315616 -0.02325 0.00396 -0.00023 0.0058 15.34113 0.0791
20.0 57.0 425.8 304.9 267.96 9.73763 0.01998 0.00422 87.072396126 -0.01988 0.0042 0.00204 0.0058 15.36964 0.06429
20.0 65.0 418.2 298.1 267.96039 9.73835 0.03149 0.0062 74.5418091465 -0.02702 0.00575 0.01618 0.00731 15.62156 0.01427
