ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
22.0 0.0 1402.6 789.8 267.84196 9.67883 0.00557 0.00199 71.3848116953 -0.00443 0.00404969134626 0.00337 0.00374080205304 13.97136 0.0408
22.0 1.0 1410.6 797.5 267.84187 9.67884 0.00492 0.00156 54.4367201154 -0.00159 0.00185 0.00465 0.00152 13.94732 0.03501
22.0 2.0 1404.6 800.8 267.84164 9.67906 0.00975 0.00137 35.8728875531 0.00306 0.00171 0.00926 0.00133 1.2495 0.19783
22.0 3.0 1409.3 796.5 267.84157 9.67938 0.0038 0.00171 14.2666490988 0.00334 0.00178 0.00182 0.00144 13.9461 0.03361
22.0 4.0 1410.6 796.8 267.84186 9.67887 0.0064 0.0017 32.0970956832 0.00279 0.00201 0.00577 0.00162 13.90439 0.03633
22.0 6.0 1406.4 788.1 267.84185 9.67881 0.01793 0.00254 11.5508291498 0.01649 0.00264 0.00703 0.00189 13.99004 0.04917
22.0 8.0 1399.8 799.8 267.84186 9.679 0.00811 0.00268 2.38350442774 0.00808 0.00269 0.00067 0.00209 14.08125 0.038
22.0 10.0 1410.1 796.8 267.8417 9.6791 0.00942 0.00191 73.6479949861 -0.00792 0.00202 0.00509 0.00163 13.98224 0.07491
22.0 11.0 1404.4 790.0 267.8416 9.67942 0.00811 0.0018 30.5672983702 0.00391 0.00216 0.0071 0.00168 14.00956 0.03211
22.0 12.0 1404.8 794.5 267.84175 9.679 0.00568 0.00234 60.3553741391 -0.0029 0.0027 0.00488 0.0022 13.9994 0.06508
22.0 13.0 1409.9 790.1 267.84133 9.67942 0.01925 0.00254 9.46526277556 0.01821 0.0026 0.00625 0.00191 0.15951 0.48764
22.0 14.0 1406.8 803.8 267.84163 9.67934 0.00905 0.00168 42.5764937562 0.00076 0.00222 0.00902 0.00167 13.95584 0.04553
22.0 22.0 1403.8 794.8 267.84186 9.67885 0.00727 0.00197 25.3419232786 0.00461 0.00222 0.00562 0.00178 13.96559 0.03714
22.0 31.0 1404.6 798.8 267.84167 9.67931 0.00555 0.00148 61.8049573608 -0.00307 0.00174 0.00462 0.00135 13.96757 0.04779
22.0 39.0 1400.8 791.0 267.84179 9.67898 0.00441 0.00186 40.5138456937 0.00069 0.00253 0.00435 0.00184 14.06888 0.04104
22.0 44.0 1404.8 796.8 267.84187 9.67878 0.01299 0.00526 31.2090111008 0.00601 0.00647 0.01151 0.00488 14.0146 0.04557
22.0 54.0 1408.8 798.5 267.84166 9.67887 0.02955 0.01159 -1.5527156248 0.02951 0.01159 -0.0016 0.00856 14.02435 0.08446
