ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
0.0 0.0 487.3 1800.8 267.95177 9.55977 0.05578 0.014 35.3343072257 0.01847 0.0103352600354 0.05263 0.0148348778222 15.83764 0.09618
0.0 4.0 494.1 1807.8 267.95173 9.55982 0.02956 0.01409 -34.4691409551 0.01062 0.00876 -0.02759 0.01472 15.79077 0.07388
0.0 6.0 498.1 1805.6 267.95195 9.55981 0.03548 0.01728 -49.8931648 -0.00603 0.01164 -0.03496 0.01742 15.78984 0.10783
0.0 8.0 486.9 1814.3 267.9526 9.55881 0.05689 0.01722 31.5012195763 0.02583 0.01172 0.05068 0.01837 15.77122 0.11464
0.0 22.0 491.3 1810.1 267.95182 9.55981 0.03143 0.0138 52.7006579961 -0.00835 0.0106 0.0303 0.01401 15.86067 0.09261
0.0 24.0 482.6 1807.6 267.95174 9.55982 0.02601 0.00884 15.2349477725 0.02242 0.00798 0.01319 0.01096 15.91107 0.07174
0.0 28.0 481.1 1811.6 267.95192 9.55982 0.06595 0.02091 30.9168026253 0.03114 0.01433 0.05814 0.02244 15.81811 0.12676
0.0 32.0 483.1 1809.6 267.9524 9.55904 0.03727 0.00997 23.6287794712 0.02529 0.00812 0.02737 0.01132 16.02921 0.06863
0.0 36.0 483.9 1809.6 267.95208 9.55917 0.0272 0.00845 23.7433710302 0.01838 0.00702 0.02005 0.00949 15.91705 0.06882
0.0 56.0 494.6 1809.1 267.95168 9.55979 0.01676 0.00678 23.1532245012 0.01158 0.00552 0.01211 0.00775 15.96026 0.03737
0.0 59.0 484.1 1804.3 267.95179 9.55976 0.0364 0.00617 16.2204351802 0.03071 0.00536 0.01953 0.00782 15.95306 0.05469
0.0 62.0 487.6 1810.6 267.95174 9.55977 0.04032 0.00691 36.829727071 0.01134 0.00509 0.0387 0.00705 15.9857 0.03746
0.0 66.0 484.4 1802.6 267.95176 9.55971 0.04458 0.01048 31.541326622 0.02018 0.00825 0.03975 0.01098 15.98463 0.06692
0.0 73.0 489.6 1809.6 267.95176 9.55973 0.03045 0.00556 24.2934105135 0.02014 0.00452 0.02284 0.00625 15.87076 0.0529
