ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
34.0 4.0 1724.5 797.4 267.80412 9.67898 0.0059 0.00198 -27.6394840371 0.00336 0.00265 -0.00485 0.00156 13.93751 0.03644
34.0 6.0 1720.8 786.2 267.80409 9.67899 0.00807 0.00274 23.3938667752 0.00552 0.00348 0.00588 0.00185 14.03968 0.04945
34.0 8.0 1713.8 799.4 267.80452 9.67876 0.00505 0.00229 -34.6811353393 0.00178 0.00347 -0.00473 0.00208 14.11933 0.03852
34.0 10.0 1724.6 797.2 267.80459 9.67878 0.00726 0.00261 -5.96449064731 0.0071 0.00265 -0.0015 0.00158 14.02649 0.07534
34.0 13.0 1724.3 788.2 267.80427 9.67893 0.01235 0.00336 7.59742036343 0.01192 0.00344 0.00324 0.00189 0.22285 0.49634
34.0 14.0 1721.1 805.4 267.80439 9.67889 0.01202 0.00254 -18.7930156803 0.00952 0.00295 -0.00733 0.00165 13.99616 0.0458
34.0 27.0 1716.6 802.4 267.80462 9.67876 0.00867 0.00257 -69.8091777587 -0.0066 0.00295 -0.00561 0.00192 13.99284 0.0313
34.0 28.0 1713.1 803.9 267.8041 9.67902 0.01677 0.00262 -57.1009738627 -0.00688 0.00407 -0.0153 0.00221 13.9418 0.05263
34.0 33.0 1719.1 797.7 267.80451 9.6787 0.01274 0.00397 3.40909888103 0.01265 0.00399 0.00151 0.00225 14.12235 0.04703
34.0 41.0 1712.8 799.2 267.80411 9.67903 0.00933 0.002 -52.5287706576 -0.00242 0.00314 -0.00901 0.00189 14.1145 0.04432
34.0 44.0 1718.8 797.2 267.80415 9.6789 0.01694 0.00689 -22.477134303 0.01199 0.00842 -0.01197 0.00491 14.03679 0.04585
34.0 47.0 1709.3 789.7 267.80445 9.67887 0.00734 0.00194 -81.5261646692 -0.00702 0.00199 -0.00214 0.00116 13.96522 0.04295
34.0 63.0 1720.6 805.6 267.80454 9.67863 0.0087 0.002 -55.8461962914 -0.00322 0.00285 -0.00808 0.00183 14.00143 0.0412
34.0 65.0 1714.6 792.2 267.80453 9.67858 0.00507 0.00241 -78.7702376746 -0.00469 0.00252 -0.00194 0.00163 13.88578 0.00768
34.0 74.0 1723.3 802.4 267.80411 9.67897 0.00954 0.00229 -61.3809685924 -0.00516 0.00297 -0.00803 0.00193 14.00435 0.05488
34.0 76.0 1722.3 796.2 267.80445 9.67887 0.00489 0.00194 -62.721689833 -0.00284 0.00252 -0.00398 0.00156 13.91863 0.0234
34.0 78.0 1717.8 793.2 267.80451 9.67863 0.01231 0.0032 -79.6697814129 -0.01151 0.00332 -0.00434 0.00216 13.99355 0.06542
34.0 81.0 1714.6 796.2 267.8042 9.67904 0.00608 0.00132 -78.5697024463 -0.0056 0.00138 -0.00236 0.00094 13.88786 0.01375
34.0 83.0 1723.6 802.9 267.80421 9.67902 0.00815 0.00146 -43.888567107 0.00032 0.00232 -0.00814 0.00146 13.89104 0.0167
34.0 85.0 1707.1 795.9 267.8041 9.67889 0.00772 0.00143 -87.7484863243 -0.0077 0.00143 -0.00061 0.00092 13.88932 0.01109
34.0 86.0 1722.1 806.4 267.80419 9.67904 0.01352 0.00152 -64.1025181192 -0.00836 0.00192 -0.01063 0.0012 13.89039 0.01961
34.0 88.0 1710.8 799.1 267.80419 9.67901 0.01005 0.00163 -83.542976108 -0.00979 0.00166 -0.00225 0.00104 13.89206 0.0077
34.0 89.0 1715.3 805.1 267.80405 9.6789 0.01412 0.00344 -75.2350880786 -0.01228 0.00371 -0.00696 0.0024 13.89469 0.02287
34.0 90.0 1716.8 791.2 267.80417 9.67911 0.00797 0.00151 -74.4042992757 -0.00682 0.00165 -0.00413 0.00105 13.89009 0.02015
34.0 91.0 1717.8 798.2 267.80411 9.67909 0.01065 0.00152 -72.5651047533 -0.00874 0.00171 -0.00609 0.00105 13.8902 0.00211
34.0 92.0 1715.8 793.4 267.80452 9.6787 0.00718 0.00186 -76.4440290264 -0.00639 0.00198 -0.00327 0.00126 13.87487 0.05897
34.0 94.0 1713.6 797.2 267.80409 9.67889 0.00582 0.0019 -73.774045701 -0.00491 0.00211 -0.00312 0.00126 13.89 0.00136
