ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
9.0 0.0 1916.3 1858.4 273.27571 31.64021 0.02006 0.00623 -33.4492760797 0.00787 0.0116855637434 -0.01845 0.00589033954879 15.30866 0.03673
9.0 9.0 1914.1 1861.9 273.27485 31.64036 0.01402 0.00674 -68.9440114881 -0.0104 0.0084 -0.0094 0.00381 15.35022 0.10162
9.0 12.0 1919.8 1858.9 273.27575 31.6403 0.01454 0.00389 -48.122725213 -0.00158 0.00671 -0.01445 0.00384 15.34007 0.05015
9.0 16.0 1918.3 1855.2 273.27479 31.64029 0.01293 0.00532 -74.7308852189 -0.01113 0.00595 -0.00657 0.0028 15.34286 0.04432
9.0 18.0 1915.3 1861.9 273.27534 31.64073 0.01774 0.00495 -77.3664910765 -0.01604 0.00531 -0.00757 0.00282 15.34193 0.04494
9.0 29.0 1917.8 1867.9 273.27491 31.64031 0.02591 0.00878 -85.5941650146 -0.0256 0.00886 -0.00397 0.0036 15.36034 0.07084
9.0 30.0 1918.3 1863.9 273.27481 31.64028 0.02296 0.00479 -84.4597085802 -0.02254 0.00485 -0.00441 0.00247 15.29954 0.0392
9.0 32.0 1914.6 1856.9 273.27487 31.64029 0.01217 0.00354 -75.8768008092 -0.01072 0.00388 -0.00576 0.00199 15.27817 0.07637
9.0 38.0 1914.1 1860.7 273.27481 31.64033 0.02409 0.00591 -83.5601648419 -0.02348 0.00603 -0.00537 0.00275 15.36279 0.03472
9.0 41.0 1919.6 1851.9 273.27532 31.64069 0.02088 0.00328 -79.5380011201 -0.0195 0.00344 -0.00746 0.00184 15.34459 0.08724
9.0 45.0 1919.3 1862.4 273.27481 31.6402 0.01759 0.00523 -76.9940685097 -0.01581 0.00566 -0.00771 0.00278 15.40783 0.03217
9.0 60.0 1917.1 1850.9 273.27489 31.64024 0.01458 0.00382 -83.073150716 -0.01415 0.0039 -0.00349 0.00211 15.95868 0.32617
9.0 61.0 1919.8 1859.7 273.2749 31.64033 0.08577 0.00631 82.1621478218 -0.08258 0.0065 0.02317 0.00318 15.33752 0.14966
