ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
21.0 0.0 1326.7 1593.0 273.35542 31.67263 0.00255 0.00125 -83.4513028608 -0.00248 0.00362596194133 -0.00058 0.00354970421303 13.34106 0.017
21.0 5.0 1324.7 1593.2 273.35553 31.67256 0.00271 0.00094 -49.658252104 -0.00044 0.00115 -0.00268 0.00093 13.4439 0.01302
21.0 14.0 1325.7 1593.5 273.35547 31.6727 0.00187 0.00068 -59.0662191 -0.00088 0.00076 -0.00165 0.00066 13.36769 0.01451
21.0 23.0 1328.2 1591.2 273.35546 31.67263 0.00295 0.00085 -54.711739857 -0.00098 0.001 -0.00278 0.00083 13.41485 0.01613
21.0 26.0 1331.2 1593.2 273.35546 31.67258 0.00366 0.00087 -29.1119855706 0.00193 0.00097 -0.00311 0.00082 13.43884 0.01756
21.0 31.0 1327.7 1598.2 273.3555 31.67258 0.00416 0.00093 -40.7831358574 0.00061 0.00108 -0.00412 0.00092 13.43469 0.01389
21.0 33.0 1327.2 1588.2 273.35541 31.67258 0.00222 0.00073 66.8641746918 -0.00153 0.00078 0.0016 0.00067 13.34271 0.01362
21.0 35.0 1322.7 1590.2 273.35544 31.6726 0.0033 0.0009 -56.2873737937 -0.00127 0.001 -0.00305 0.00088 13.47077 0.00705
21.0 42.0 1331.7 1594.2 273.35561 31.67256 0.00476 0.00092 -30.825129378 0.00226 0.00104 -0.00419 0.00089 13.44354 0.01011
21.0 44.0 1331.4 1594.2 273.35559 31.67261 0.00427 0.0009 -53.2220495897 -0.00121 0.00103 -0.00409 0.00089 13.44814 0.00895
21.0 45.0 1329.2 1596.2 273.35552 31.67262 0.00563 0.00081 -42.1009387862 0.00057 0.00092 -0.0056 0.00081 13.45054 0.01223
21.0 51.0 1321.2 1595.2 273.3555 31.67251 0.00231 0.00093 -84.9180748163 -0.00227 0.00094 -0.00041 0.0008 13.4596 0.00975
21.0 57.0 1321.9 1596.2 273.35546 31.67262 0.00513 0.00093 -56.7915766534 -0.00205 0.00105 -0.0047 0.0009 13.45524 0.01093
21.0 58.0 1323.7 1593.2 273.3555 31.67257 0.00174 0.00079 -45.0860488988 -1e-05 0.00091 -0.00174 0.00079 13.44919 0.01181
21.0 61.0 1329.4 1593.8 273.3555 31.67259 0.00237 0.00081 55.4508554128 -0.00085 0.00088 0.00222 0.0008 13.32057 0.04745
21.0 63.0 1326.7 1598.2 273.35549 31.6725 0.0033 0.00105 -35.9874791122 0.00102 0.00122 -0.00314 0.00103 13.4352 0.01608
21.0 64.0 1330.9 1595.2 273.35548 31.67263 0.0038 0.00086 -35.9702903783 0.00118 0.00099 -0.00361 0.00084 13.44376 0.01518
21.0 65.0 1337.9 1600.2 273.3556 31.67258 0.01057 0.00153 -21.1020355947 0.00783 0.00168 -0.0071 0.00133 13.42446 0.01815
