ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
49.0 0.0 210.2 1776.9 284.08301 73.76795 0.01864 0.00506 5.01911028535 0.00563 0.0045343136195 -0.01777 0.00623802051936 16.06374 0.05899
49.0 1.0 221.0 1780.4 284.08312 73.76798 0.02472 0.00527 0.0704 0.00901 0.00305 -0.02302 0.00553 16.05254 0.05463
49.0 2.0 217.5 1781.9 284.083 73.76791 0.01486 0.00433 0.0897 0.00257 0.0026 -0.01464 0.00437 16.05913 0.06486
49.0 3.0 216.8 1777.9 284.08304 73.76799 0.02358 0.00552 0.0681 0.00252 0.00317 -0.02344 0.00554 16.06198 0.06046
49.0 4.0 220.0 1785.7 284.08363 73.76768 0.02742 0.00515 0.0513 0.00058 0.00281 -0.02741 0.00515 16.05571 0.05221
49.0 5.0 220.8 1782.9 284.08353 73.76767 0.0161 0.00616 0.1046 0.00128 0.00334 -0.01605 0.00617 15.98205 0.05548
49.0 6.0 213.2 1776.2 284.08346 73.76806 0.01571 0.00563 0.1388 0.00804 0.00347 -0.0135 0.00622 16.02799 0.06304
49.0 9.0 219.2 1783.4 284.08354 73.76776 0.02939 0.00554 0.0536 0.00328 0.00311 -0.0292 0.00557 16.0075 0.05946
49.0 11.0 211.8 1775.9 284.08325 73.76795 0.03118 0.00627 0.062 0.00827 0.0036 -0.03007 0.00643 15.97527 0.0808
49.0 12.0 217.5 1782.7 284.08327 73.76793 0.01841 0.00491 0.0754 -0.00151 0.00275 -0.01835 0.00492 16.1076 0.05622
49.0 22.0 218.8 1780.6 284.08311 73.76794 0.03116 0.0091 0.079 -0.00589 0.00469 -0.0306 0.00922 15.93647 0.04815
49.0 23.0 211.2 1780.7 284.08316 73.76792 0.02889 0.00803 0.0931 0.01244 0.0043 -0.02607 0.00865 15.9101 0.08044
49.0 25.0 214.2 1772.1 284.08334 73.76794 0.03356 0.01255 0.187 0.02373 0.00864 -0.02372 0.0155 nan nan
