ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
50.0 0.0 1302.3 855.6 283.62106 73.87684 0.01247 0.00428 9.72309378337 0.00916 0.00568000880281 -0.00846 0.00520419061911 16.26626 0.06967
50.0 1.0 1309.9 856.4 283.62121 73.87684 0.01566 0.00432 0.1555 0.0064 0.005 -0.01429 0.00417 16.26016 0.06473
50.0 11.0 1303.1 854.9 283.6209 73.87692 0.01492 0.00496 0.1911 -0.00537 0.00582 -0.01392 0.00481 16.22235 0.0948
50.0 14.0 1303.3 854.9 283.6205 73.8769 0.01424 0.00541 0.2112 0.00067 0.00602 -0.01423 0.0054 16.16513 0.07363
50.0 15.0 1304.1 862.9 283.6206 73.87694 0.01091 0.00386 0.205 0.00309 0.00453 -0.01047 0.0038 16.23715 0.08765
50.0 17.0 1308.6 857.4 283.62061 73.87688 0.0149 0.00519 0.1975 0.00249 0.0059 -0.01469 0.00517 16.16768 0.07662
50.0 20.0 1307.9 853.4 283.62103 73.87681 0.01239 0.00468 0.2069 -0.0017 0.00514 -0.01228 0.00467 16.21002 0.0889
50.0 21.0 1305.4 856.6 283.62111 73.87697 0.02996 0.01015 0.1995 0.00693 0.01206 -0.02915 0.01003 15.95777 0.05299
50.0 22.0 1307.1 855.1 283.62069 73.8769 0.02756 0.00715 0.1372 0.01456 0.00781 -0.0234 0.00688 16.09848 0.05498
50.0 25.0 1305.6 850.6 283.62092 73.87689 0.06047 0.0133 0.1 0.05125 0.01402 -0.03209 0.01125 nan nan
50.0 27.0 1306.4 854.4 283.62081 73.87725 0.02809 0.00717 0.1354 0.01643 0.00806 -0.02279 0.00665 16.17035 0.05406
