ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
30.0 0.0 1279.8 1900.2 283.63364 73.75387 0.00791 0.00191 1.80481705466 0.0079 0.00389975640265 0.0005 0.00379241347957 15.29404 0.03196
30.0 1.0 1279.8 1902.2 283.63431 73.75355 0.0077 0.00189 -23.1646836571 0.00532 0.00198 -0.00557 0.0018 15.25767 0.0336
30.0 3.0 1272.1 1898.6 283.63346 73.75381 0.0083 0.00214 -6.54317802039 0.00808 0.00215 -0.00188 0.00194 15.28511 0.03644
30.0 4.0 1269.3 1899.1 283.63375 73.75388 0.00814 0.00178 -29.1406334604 0.00428 0.00191 -0.00693 0.00173 15.30438 0.03412
30.0 5.0 1271.1 1899.1 283.63367 73.75382 0.00777 0.00217 -30.3094673624 0.00381 0.00229 -0.00677 0.00213 15.25304 0.0377
30.0 6.0 1275.8 1901.1 283.63383 73.75383 0.01005 0.00229 -17.652829668 0.0082 0.00238 -0.00581 0.00212 15.2632 0.0391
30.0 10.0 1275.8 1898.4 283.63373 73.75387 0.00798 0.0021 11.5049925262 0.00734 0.00214 0.00312 0.0019 15.27835 0.0414
30.0 11.0 1274.3 1900.1 283.63362 73.75387 0.00723 0.00287 17.5554268428 0.00591 0.00294 0.00416 0.00271 15.19975 0.04274
30.0 15.0 1273.8 1896.1 283.63383 73.75381 0.01369 0.00229 -3.85027638328 0.01356 0.0023 -0.00183 0.00199 15.29709 0.03324
30.0 16.0 1275.8 1896.9 283.63363 73.75383 0.00923 0.00191 12.3873475307 0.00838 0.00194 0.00387 0.00179 15.33411 0.03489
30.0 19.0 1270.1 1899.1 283.63374 73.75383 0.015 0.00241 18.3804860678 0.01202 0.00248 0.00898 0.00228 15.22649 0.04824
30.0 21.0 1271.6 1907.1 283.63452 73.75362 0.00799 0.00178 -17.4351057058 0.00655 0.00184 -0.00457 0.00164 15.28356 0.04214
30.0 26.0 1273.1 1894.1 283.63376 73.75385 0.01324 0.0047 8.57717819311 0.01265 0.00476 0.0039 0.00408 15.28324 0.58937
30.0 29.0 1275.8 1900.9 283.63385 73.75375 0.02972 0.00715 17.4924014853 0.02435 0.00748 0.01704 0.00642 15.23321 0.40731
