ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
20.0 0.0 386.6 1288.0 284.0138 73.82631 0.01795 0.0021 -44.7709221115 0.00015 0.00369628191566 -0.01795 0.00399624824054 15.14893 0.02954
20.0 1.0 385.6 1290.0 284.01373 73.82631 0.01555 0.00216 -52.7522241977 -0.00415 0.00148 -0.01498 0.0022 15.10987 0.03109
20.0 3.0 380.1 1284.0 284.01414 73.82638 0.01856 0.00241 -42.4389838853 0.00166 0.00166 -0.01849 0.00242 15.13465 0.03332
20.0 4.0 377.6 1284.5 284.01348 73.82631 0.01637 0.00212 -39.5741949097 0.00308 0.00151 -0.01608 0.00214 15.15583 0.03137
20.0 5.0 378.9 1284.2 284.01371 73.82641 0.01864 0.00257 -42.2269895011 0.0018 0.00171 -0.01855 0.00258 15.09849 0.0346
20.0 6.0 383.9 1286.0 284.01352 73.82636 0.02134 0.00261 -36.3942791467 0.00632 0.00178 -0.02039 0.00268 15.11387 0.03588
20.0 7.0 384.9 1286.8 284.01348 73.82635 0.0178 0.00243 -41.9233218697 0.00191 0.00161 -0.0177 0.00244 15.12775 0.03996
20.0 8.0 383.9 1287.0 284.01345 73.82639 0.01817 0.00322 -45.6761954278 -0.00043 0.00197 -0.01817 0.00322 15.11106 0.0271
20.0 9.0 385.1 1292.8 284.01355 73.8263 0.01803 0.00192 -33.065394357 0.0073 0.00137 -0.01649 0.00201 15.13717 0.02784
20.0 10.0 381.4 1287.5 284.01347 73.82636 0.01959 0.00236 -40.2903921536 0.00321 0.0016 -0.01932 0.00237 15.13462 0.03814
20.0 12.0 382.9 1289.0 284.01341 73.82632 0.01804 0.00183 -51.2338860406 -0.00389 0.00134 -0.01761 0.00185 15.15675 0.03412
20.0 13.0 383.9 1288.0 284.01358 73.82636 0.019 0.00299 -52.4886636119 -0.00491 0.00198 -0.01836 0.00305 15.11462 0.02844
20.0 14.0 382.4 1289.0 284.01366 73.82636 0.03531 0.00438 -52.6720101064 -0.00934 0.00276 -0.03406 0.00448 15.05904 0.02714
20.0 15.0 382.4 1281.0 284.01342 73.82635 0.01462 0.00233 -39.7919188718 0.00264 0.00165 -0.01438 0.00235 15.15623 0.03077
20.0 17.0 383.9 1298.0 284.01317 73.82636 0.01563 0.00217 -30.361033564 0.00764 0.0015 -0.01363 0.00234 15.03145 0.04191
20.0 19.0 376.7 1287.5 284.01361 73.82637 0.01894 0.00298 -41.424848588 0.00236 0.00184 -0.0188 0.00299 15.08695 0.04424
20.0 20.0 381.6 1285.5 284.01339 73.82636 0.02768 0.00657 -43.1379923954 0.0018 0.00415 -0.02762 0.00658 15.03444 0.03904
20.0 21.0 379.9 1292.0 284.01335 73.82633 0.02148 0.00202 -44.3813108108 0.00047 0.00142 -0.02148 0.00202 15.13647 0.03847
20.0 22.0 383.1 1289.0 284.01351 73.82637 0.0174 0.00195 -53.8293848525 -0.00528 0.0014 -0.01658 0.00199 15.18126 0.02923
20.0 23.0 384.4 1290.0 284.0138 73.82636 0.02212 0.00212 -44.6219530848 0.00029 0.00146 -0.02211 0.00212 15.04564 0.04193
20.0 24.0 375.4 1283.0 284.01364 73.82637 0.02389 0.00777 -39.8091076057 0.0043 0.0021 -0.0235 0.00789 14.68961 0.09451
20.0 25.0 378.4 1283.8 284.01384 73.82635 0.01688 0.00244 -41.0237781314 0.00234 0.00164 -0.01672 0.00245 15.02582 0.05548
20.0 26.0 380.9 1279.8 284.01387 73.82635 0.03978 0.00418 -74.3871105418 -0.03402 0.00366 -0.02062 0.00533 14.94357 0.46109
