ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
26.0 0.0 510.3 1531.2 130.53888 70.83664 0.00938 0.00297 10.3075107344 0.00878 0.00436664631039 0.0033 0.00543485050392 16.11148 0.04943
26.0 6.0 506.1 1537.4 130.53858 70.83669 0.01053 0.00322 3.99351583206 0.01043 0.00319 0.00146 0.00444 16.07603 0.05044
26.0 7.0 512.1 1543.7 130.53843 70.83651 0.01246 0.00446 -7.78076685788 0.012 0.00433 -0.00334 0.00588 16.03761 0.06681
26.0 15.0 507.4 1534.4 130.53856 70.83653 0.01948 0.00706 -7.40834429104 0.01884 0.0068 -0.00498 0.01007 16.00701 0.06921
26.0 16.0 512.4 1539.9 130.53851 70.83664 0.01425 0.0054 11.2357023625 0.01317 0.00506 0.00545 0.00706 16.03581 0.06364
26.0 18.0 523.8 1539.2 130.53866 70.83663 0.01194 0.00462 17.4293761279 0.0098 0.00392 0.00683 0.0058 16.10458 0.06089
26.0 19.0 505.1 1535.7 130.53856 70.83652 0.06668 0.00964 -13.7739053949 0.05912 0.00864 -0.03084 0.01264 16.23129 0.23329
26.0 20.0 511.1 1541.7 130.53879 70.8367 0.01813 0.00726 15.2693252402 0.01562 0.00599 0.00922 0.01006 16.0238 0.07874
26.0 21.0 511.1 1536.9 130.53823 70.83649 0.01177 0.00555 4.29145388553 0.01163 0.00549 0.00176 0.0075 16.05793 0.06312
26.0 22.0 505.1 1537.9 130.53925 70.83616 0.04581 0.01939 -17.8189874286 0.03723 0.01624 -0.02669 0.02437 15.96095 0.14326
26.0 25.0 507.6 1539.4 130.53912 70.8367 0.01811 0.00653 -10.6340966776 0.01687 0.00631 -0.00657 0.00786 16.08339 0.07707
