ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
66.0 3.0 1392.9 1825.1 261.22473 11.77813 0.03882 0.01151 0.1179 -0.03781 0.01163 -0.00879 0.009 16.73029 0.04772
66.0 10.0 1389.9 1823.6 261.22468 11.77817 0.03093 0.00891 0.1156 -0.03075 0.00893 0.00337 0.00713 16.73233 0.03491
66.0 11.0 1393.2 1826.4 261.2247 11.7781 0.0488 0.01883 0.1469 -0.04876 0.01884 -0.002 0.01433 16.7488 0.0426
66.0 13.0 1385.7 1822.1 261.22467 11.77814 0.04254 0.01639 0.158 -0.03893 0.01703 0.01714 0.01263 16.73037 0.06412
66.0 19.0 1391.2 1832.4 261.22468 11.77813 0.04637 0.01528 0.1397 -0.04349 0.01561 0.01609 0.01255 16.64482 0.09814
66.0 26.0 1399.9 1829.9 261.22451 11.77718 0.04731 0.01722 0.1483 -0.04684 0.01728 0.00662 0.01396 16.65565 0.05586
66.0 54.0 1386.4 1831.9 261.22464 11.77804 0.07307 0.02331 0.1234 -0.07263 0.02337 -0.00805 0.01796 16.6784 0.08336
66.0 56.0 1395.7 1836.4 261.22466 11.77817 0.05636 0.02062 0.1434 -0.05549 0.02075 -0.00985 0.016 16.66068 0.10038
66.0 73.0 1389.7 1837.9 261.22466 11.77814 0.10058 0.03455 0.1431 -0.08594 0.03753 -0.05225 0.02477 16.50116 0.08624
66.0 84.0 1386.2 1826.4 261.2245 11.77784 0.20539 0.02925 0.0781 -0.11493 0.03424 -0.17022 0.02667 16.92608 0.10837
