ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
11.0 0.0 340.8 115.7 261.35112 11.98036 0.03315 0.01443 -56.8259541211 -0.0133 0.0103824900674 -0.03037 0.0155365890723 16.57866 0.05716
11.0 1.0 338.9 106.5 261.35025 11.97956 0.02579 0.01263 87.5250327842 -0.02569 0.0126 0.00222 0.01693 16.44626 0.06606
11.0 2.0 346.8 117.2 261.35117 11.97968 0.02212 0.01095 89.9830217253 -0.02212 0.01095 1e-05 0.01632 16.52758 0.0647
11.0 5.0 337.3 119.5 261.35107 11.98056 0.03195 0.01238 77.6701587079 -0.02903 0.01134 0.01333 0.01644 16.59706 0.05445
11.0 12.0 338.8 118.8 261.35045 11.97956 0.02302 0.01101 -74.6621302835 -0.0198 0.00944 -0.01174 0.01459 16.54429 0.06788
11.0 39.0 340.3 118.8 261.35113 11.98038 0.03554 0.01462 64.9046590324 -0.02275 0.01083 0.0273 0.01675 16.55067 0.06506
11.0 48.0 345.8 118.8 261.35109 11.98041 0.0493 0.02042 -82.7866718185 -0.04774 0.01944 -0.01228 0.03179 16.19779 0.10429
11.0 60.0 346.3 119.7 261.35108 11.98039 0.04715 0.02334 68.8637973968 -0.03489 0.0176 0.03172 0.02879 16.37789 0.07481
11.0 67.0 342.8 121.7 261.35112 11.98048 0.06244 0.03094 -84.3393874433 -0.06123 0.03039 -0.01226 0.04244 16.09024 0.1161
11.0 72.0 347.8 117.2 261.35108 11.98047 0.05209 0.01434 -79.893234953 -0.04888 0.01327 -0.018 0.02057 16.51157 0.06778
