ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
13.0 0.0 1584.6 774.2 261.20097 11.90255 0.08125 0.02316 -65.8557689723 -0.05406 0.0285531521903 -0.06065 0.0183084707171 17.19619 0.09104
13.0 1.0 1584.8 761.9 261.20102 11.90271 0.12283 0.02687 -66.4229971895 -0.08353 0.03319 -0.09006 0.01988 16.81553 0.09024
13.0 5.0 1584.6 771.2 261.20073 11.90252 0.14755 0.03025 -68.7320171039 -0.10873 0.03714 -0.09974 0.01907 17.28696 0.0903
13.0 8.0 1583.3 766.2 261.20129 11.9028 0.09049 0.0316 -68.4226198945 -0.06601 0.03687 -0.0619 0.02424 17.31691 0.06555
13.0 11.0 1588.1 774.2 261.20098 11.90262 0.09471 0.02947 -63.3347546738 -0.05656 0.03888 -0.07597 0.02263 17.1653 0.11819
13.0 12.0 1585.8 770.5 261.20096 11.90276 0.11033 0.02124 -63.775932176 -0.06724 0.02713 -0.08747 0.01682 17.16974 0.10915
13.0 14.0 1585.3 771.2 261.20099 11.90269 0.0893 0.02017 -53.777818651 -0.02694 0.03071 -0.08514 0.0188 17.27695 0.09699
13.0 16.0 1580.1 764.2 261.20063 11.90296 0.12561 0.03157 -64.9676843899 -0.08062 0.03948 -0.09631 0.02455 17.14741 0.10321
13.0 17.0 1587.1 768.0 261.20127 11.9028 0.12424 0.02231 -49.0910238868 -0.01769 0.03545 -0.12298 0.02195 17.10702 0.09266
13.0 18.0 1589.8 769.2 261.20089 11.90271 0.10114 0.02051 -49.7384661953 -0.01665 0.03401 -0.09976 0.02001 17.01653 0.07557
13.0 19.0 1583.3 766.0 261.20076 11.90254 0.11605 0.0172 -64.956225234 -0.07445 0.02152 -0.08902 0.01337 17.23065 0.08134
13.0 22.0 1583.1 774.2 261.20122 11.90276 0.08563 0.03304 -75.4069754172 -0.07475 0.03607 -0.04176 0.02053 17.24547 0.10771
13.0 29.0 1586.1 774.8 261.20096 11.90257 0.04609 0.02045 -45.888189812 -0.00143 0.03474 -0.04607 0.02044 17.21397 0.12362
13.0 38.0 1586.6 766.2 261.20089 11.90276 0.10829 0.0219 -63.4608053887 -0.06506 0.02721 -0.08656 0.01822 17.18331 0.10638
13.0 39.0 1583.8 777.0 261.20098 11.90255 0.06511 0.02352 -60.1662980667 -0.03288 0.03091 -0.0562 0.02039 17.23456 0.10382
13.0 41.0 1583.6 767.2 261.20122 11.90286 0.10131 0.02369 -50.5406071085 -0.01947 0.03465 -0.09943 0.02316 17.23646 0.09126
13.0 43.0 1584.8 770.5 261.20097 11.90265 0.06447 0.02705 -29.6792137878 0.03286 0.03815 -0.05547 0.02185 16.71581 0.13852
13.0 45.0 1583.6 776.8 261.20097 11.90264 0.07646 0.03089 -78.0024742291 -0.06986 0.0327 -0.03109 0.01932 0.68903 1.87661
13.0 46.0 1582.3 765.2 261.20122 11.90282 0.10124 0.02869 -72.5479160195 -0.08303 0.0316 -0.05794 0.02152 17.2919 0.10884
13.0 54.0 1582.6 774.2 261.20124 11.90284 0.09132 0.02868 -56.0352723638 -0.03431 0.04339 -0.08463 0.02547 17.22863 0.09463
13.0 72.0 1591.3 775.2 261.20087 11.90246 0.16891 0.02529 -49.9218126897 -0.02888 0.03991 -0.16642 0.02472 17.01128 0.10208
