ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
49.0 0.0 716.4 459.3 261.30526 11.9383 0.01517 0.00286 5.2712117152 -0.00943 0.00432924935757 0.01188 0.00450794853564 14.79318 0.02642
49.0 1.0 717.4 469.3 261.30538 11.93857 0.01186 0.00271 0.1061 -0.00507 0.00246 0.01072 0.00277 14.58643 0.03193
49.0 2.0 713.9 466.4 261.30539 11.9385 0.0241 0.00184 0.0415 -0.02175 0.0018 0.01038 0.00204 14.60897 0.03005
49.0 3.0 713.7 465.4 261.30514 11.93839 0.0163 0.00181 0.0541 -0.01048 0.00166 0.01248 0.0019 14.38748 0.02913
49.0 4.0 721.1 469.3 261.30543 11.93837 0.01493 0.00307 0.0974 -0.00738 0.00283 0.01298 0.00315 14.5785 0.04049
49.0 5.0 716.7 471.3 261.30526 11.93826 0.01542 0.00242 0.0843 -0.01343 0.00233 0.00757 0.00268 14.47979 0.03286
49.0 6.0 715.7 471.4 261.30536 11.9385 0.01791 0.00252 0.0693 -0.01137 0.00239 0.01384 0.00261 14.48171 0.0316
49.0 7.0 722.4 470.6 261.30549 11.9384 0.01931 0.00288 0.0766 -0.01529 0.00277 0.0118 0.00307 14.80182 0.02547
49.0 8.0 716.9 470.3 261.30529 11.93828 0.01801 0.00227 0.0655 -0.0146 0.00216 0.01054 0.00245 14.57521 0.03712
49.0 9.0 719.7 467.3 261.30514 11.93818 0.01687 0.00183 0.0604 -0.01661 0.00183 0.00295 0.00204 14.42694 0.01992
49.0 10.0 717.2 461.3 261.3051 11.93842 0.01768 0.00161 0.0461 -0.01321 0.00152 0.01175 0.00172 14.3878 0.02376
49.0 11.0 713.9 466.9 261.30514 11.93837 0.01999 0.00297 0.0707 -0.01155 0.00268 0.01632 0.0031 14.47795 0.02269
49.0 12.0 721.1 465.3 261.30511 11.93843 0.01239 0.00301 0.1275 -0.01041 0.00289 0.00671 0.00326 14.50323 0.03791
49.0 13.0 711.7 460.8 261.3051 11.93841 0.01718 0.00307 0.0924 -0.01409 0.00296 0.00983 0.00328 14.6074 0.03195
49.0 14.0 716.2 465.4 261.30514 11.9384 0.01659 0.00272 0.0831 -0.01247 0.00258 0.01094 0.00289 14.83958 0.02423
49.0 15.0 720.6 471.3 261.30523 11.93841 0.01818 0.00305 0.0853 -0.0139 0.00293 0.01172 0.00322 14.64076 0.02155
49.0 16.0 718.7 465.4 261.30515 11.93841 0.01118 0.00288 0.1314 -0.00843 0.00268 0.00734 0.00312 14.6801 0.02466
49.0 17.0 717.2 467.4 261.3052 11.93831 0.01563 0.00243 0.0806 -0.01243 0.0023 0.00947 0.00264 14.48867 0.04105
49.0 18.0 711.4 466.4 261.30512 11.93842 0.01946 0.00258 0.067 -0.01422 0.00238 0.01328 0.00279 14.45174 0.02738
