ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
61.0 0.0 1598.9 727.2 261.1993 11.9068 0.14422 0.03709 5.19099762389 0.14318 0.0373749702341 0.01728 0.0261519578617 16.89666 0.09678
61.0 1.0 1598.6 739.5 261.19927 11.90664 0.22108 0.03365 0.054 0.22061 0.03369 0.01435 0.02381 17.27524 0.09748
61.0 3.0 1597.1 729.4 261.19952 11.9069 0.18417 0.03056 0.0533 0.18313 0.03066 0.01951 0.01947 17.44969 0.07976
61.0 5.0 1599.3 736.4 261.19927 11.90679 0.229 0.0326 0.0524 0.22896 0.03261 0.00404 0.02399 17.45703 0.11226
61.0 7.0 1603.6 741.2 261.1993 11.90672 0.17682 0.03361 0.0699 0.17651 0.03364 -0.01042 0.02467 17.03199 0.09913
61.0 8.0 1599.6 735.9 261.19928 11.90683 0.15415 0.03165 0.0748 0.15298 0.03177 0.01903 0.02289 17.2702 0.11866
61.0 9.0 1601.3 736.7 261.19918 11.90676 0.13109 0.02788 0.065 0.13074 0.02793 -0.00953 0.01697 17.41858 0.07531
61.0 13.0 1593.8 728.7 261.19954 11.90687 0.17088 0.04042 0.0895 0.17088 0.04042 2e-05 0.03058 17.27861 0.09923
61.0 14.0 1597.6 735.2 261.19955 11.90689 0.14594 0.0418 0.0869 0.14594 0.0418 0.00056 0.02536 17.03962 0.10095
61.0 19.0 1601.6 738.9 261.19954 11.90687 0.21985 0.03458 0.0546 0.2182 0.03472 0.02693 0.0238 16.99506 0.13299
61.0 24.0 1597.6 742.2 261.19932 11.90665 0.19209 0.03553 0.0674 0.19011 0.03571 0.0275 0.02566 17.36863 0.1155
61.0 43.0 1597.3 742.2 261.19931 11.90668 0.12671 0.03631 0.1009 0.12666 0.03632 -0.00378 0.02557 0.48084 1.67621
