ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
44.0 1.0 161.9 1455.8 261.37303 11.8214 0.01389 0.00538 0.2832 -0.01269 0.00457 0.00565 0.00837 15.66656 0.03682
44.0 9.0 164.4 1453.8 261.37243 11.82184 0.01829 0.00614 0.0991 -0.00503 0.00331 0.01759 0.00632 15.56171 0.02343
44.0 10.0 163.4 1448.8 261.37262 11.82106 0.01619 0.00351 0.1488 -0.01428 0.00283 0.00763 0.00525 15.51809 0.02511
44.0 13.0 158.4 1448.1 261.3727 11.82109 0.02323 0.00764 0.1673 -0.0167 0.00532 0.01615 0.00951 15.7055 0.03733
44.0 17.0 167.9 1457.6 261.37236 11.82179 0.01851 0.00445 0.2215 -0.01839 0.00438 -0.00213 0.00824 15.58794 0.04566
44.0 22.0 164.2 1461.6 261.37253 11.82109 0.01906 0.00524 0.2466 -0.0187 0.005 -0.00371 0.00953 15.54338 0.04432
44.0 24.0 161.4 1458.6 261.37304 11.82135 0.0172 0.00505 0.2552 -0.01675 0.00474 -0.00393 0.00895 15.60885 0.0459
44.0 30.0 163.7 1455.8 261.37299 11.82155 0.01353 0.00513 0.3318 -0.01324 0.00487 0.00281 0.00912 15.65508 0.04793
44.0 36.0 160.1 1456.8 261.37248 11.82107 0.03212 0.01139 0.0969 -0.00877 0.00555 0.0309 0.01173 15.58297 0.03834
44.0 65.0 160.9 1454.6 261.37263 11.82103 0.06852 0.01349 0.0493 -0.0067 0.00666 0.06819 0.01354 15.67368 0.03816
44.0 74.0 158.9 1457.8 261.37242 11.82121 0.02384 0.00763 0.312 0.02383 0.00762 0.00079 0.01488 15.69037 0.04428
