ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
0.0 1.0 314.1 153.9 353.63794 7.71163 0.00721 0.00307 -89.1866103901 -0.00721 0.00307 -0.00021 0.00482 15.12052 0.04677
0.0 2.0 297.1 154.9 353.638 7.71168 0.01117 0.00264 87.2156355748 -0.01112 0.00263 0.00108 0.00385 15.08664 0.02081
0.0 4.0 302.3 154.2 353.638 7.71165 0.00551 0.00265 61.4096164821 -0.00299 0.00195 0.00463 0.00289 15.16991 0.03371
0.0 5.0 303.6 158.2 353.63794 7.71181 0.00761 0.00238 -62.3435376882 -0.00433 0.00173 -0.00626 0.00263 14.9919 0.01952
0.0 6.0 304.5 150.8 353.63801 7.71168 0.01038 0.00343 -69.1502762943 -0.00775 0.00271 -0.00691 0.00417 15.15918 0.03907
0.0 7.0 302.9 149.0 353.63798 7.71155 0.0099 0.00385 -71.6254539693 -0.00793 0.0032 -0.00592 0.0048 15.13699 0.05781
0.0 12.0 305.2 152.8 353.63811 7.71179 0.01644 0.00649 -54.133052484 -0.00515 0.00419 -0.01561 0.00669 15.11171 0.09525
0.0 14.0 309.8 153.4 353.63723 7.71129 0.02388 0.0085 -64.7385012718 -0.01518 0.00612 -0.01843 0.0098 15.10517 0.08689
0.0 15.0 313.1 158.2 353.63804 7.71163 0.00588 0.00291 -26.4420022453 0.00355 0.00229 -0.00469 0.00321 15.07863 0.02064
0.0 17.0 305.5 153.2 353.63781 7.71129 0.02 0.00512 -60.9283319342 -0.01056 0.00332 -0.01699 0.00567 15.18456 0.04317
0.0 21.0 309.3 160.2 353.63727 7.71135 0.02348 0.00816 -36.1765551846 0.00712 0.00524 -0.02238 0.0084 15.09049 0.09103
0.0 22.0 309.6 154.2 353.63811 7.71195 0.01978 0.00902 -45.3897165303 -0.00027 0.00529 -0.01977 0.00902 15.06722 0.0929
0.0 23.0 311.3 160.2 353.63774 7.71116 0.01731 0.00418 -48.9936210616 -0.00241 0.00267 -0.01715 0.0042 15.15465 0.05746
0.0 24.0 308.6 156.9 353.63736 7.7119 0.05129 0.01291 -30.7506448647 0.02447 0.00822 -0.04508 0.014 15.04566 0.10268
0.0 25.0 297.6 154.0 353.63756 7.712 0.01445 0.00571 -68.2851100237 -0.01049 0.0043 -0.00993 0.00696 15.12257 0.10437
0.0 26.0 305.2 156.0 353.6377 7.71109 0.00797 0.00397 -63.2774588942 -0.00475 0.0027 -0.0064 0.00453 15.16299 0.04535
0.0 27.0 301.6 142.2 353.63708 7.71084 0.02871 0.0142 60.2694304698 -0.01459 0.00986 0.02473 0.01543 15.0635 0.1536
