ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
17.0 11.0 680.3 1316.2 253.52188 39.72719 0.01521 0.00579 -68.5257522976 -0.01114 0.00542 -0.01037 0.00618 15.01173 0.03456
17.0 16.0 685.8 1319.0 253.52169 39.72716 0.01209 0.00543 48.4664998901 -0.00146 0.00463 0.012 0.00544 15.02099 0.03289
17.0 17.0 674.1 1313.2 253.5217 39.72716 0.01475 0.00478 -36.5432481734 0.00429 0.0041 -0.01411 0.00483 14.98011 0.04993
17.0 20.0 673.4 1314.2 253.52171 39.72717 0.02146 0.00969 -48.122725213 -0.00234 0.00766 -0.02133 0.00971 14.97818 0.0389
17.0 24.0 678.6 1317.2 253.52167 39.72717 0.02111 0.00934 -38.0501271746 0.00507 0.00777 -0.02049 0.00943 14.98229 0.03893
17.0 25.0 673.4 1314.5 253.52171 39.72719 0.02193 0.00632 -5.58060892457 0.02152 0.00629 -0.00425 0.00694 14.99201 0.04057
17.0 27.0 678.1 1320.5 253.52169 39.72717 0.01318 0.00658 -46.7705448165 -0.00081 0.00553 -0.01316 0.00658 14.98067 0.03841
17.0 31.0 677.6 1316.2 253.52169 39.72714 0.02648 0.00999 -74.36419223 -0.02263 0.00937 -0.01374 0.01151 14.95235 0.04526
17.0 45.0 677.4 1319.2 253.52171 39.72715 0.01032 0.00505 77.6701587079 -0.00938 0.0049 0.00431 0.00573 15.05289 0.02378
17.0 47.0 674.6 1318.2 253.5217 39.72714 0.03663 0.01371 -46.8851363756 -0.00241 0.01103 -0.03655 0.01372 14.95313 0.05157
17.0 49.0 683.1 1313.5 253.52174 39.72719 0.06246 0.01238 -39.654409001 0.01159 0.01151 -0.06138 0.01241 14.96543 0.04736
17.0 52.0 675.9 1318.5 253.52172 39.72719 0.01103 0.00537 -46.9252434212 -0.00074 0.00476 -0.01101 0.00537 15.08147 0.04929
17.0 53.0 679.1 1319.2 253.52169 39.72714 0.01477 0.0057 -38.004290551 0.00357 0.00481 -0.01433 0.00575 15.03359 0.03476
17.0 55.0 669.1 1312.5 253.52173 39.72719 0.01961 0.0072 -37.89542857 0.00481 0.00586 -0.01901 0.00728 14.98449 0.04397
17.0 60.0 674.9 1312.2 253.52168 39.72714 0.0362 0.01243 -55.9779765843 -0.01353 0.01081 -0.03358 0.01268 14.91832 0.05569
17.0 62.0 677.1 1314.2 253.5217 39.72716 0.02089 0.00946 -59.3297796858 -0.01002 0.00864 -0.01833 0.00969 14.92102 0.05171
