ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
23.0 0.0 1204.0 1241.1 253.44119 39.73598 0.00678 0.00114 66.7725014445 -0.00467 0.00359894428965 0.00491 0.00357660453503 12.48988 0.01212
23.0 1.0 1206.5 1239.8 253.44112 39.73595 0.0042 0.00115 68.7090987921 -0.00309 0.00118 0.00284 0.00111 12.48926 0.01103
23.0 2.0 1203.8 1240.6 253.44118 39.73595 0.00434 0.00087 73.2182766398 -0.00361 0.00088 0.0024 0.00084 12.49019 0.01295
23.0 3.0 1198.8 1240.8 253.44114 39.73597 0.00524 0.00121 83.0445028263 -0.00509 0.00121 0.00126 0.00114 12.49077 0.01272
23.0 4.0 1197.2 1233.8 253.44139 39.73604 0.00608 0.00118 63.2316222706 -0.00361 0.00122 0.00489 0.00115 12.48609 0.01146
23.0 5.0 1201.2 1237.8 253.44115 39.73599 0.00706 0.00116 69.4539439258 -0.00532 0.00119 0.00464 0.00112 12.49247 0.01264
23.0 6.0 1204.8 1240.6 253.44116 39.73596 0.00555 0.00123 84.8951565045 -0.00546 0.00123 0.00098 0.00116 12.49031 0.01243
23.0 7.0 1201.2 1243.4 253.4412 39.73598 0.00417 0.00123 -89.7080019836 -0.00417 0.00123 -4e-05 0.00116 12.49252 0.01269
23.0 8.0 1204.0 1242.8 253.44134 39.736 0.00422 0.00125 81.4917872015 -0.00404 0.00126 0.00124 0.00119 12.48864 0.01224
23.0 9.0 1196.8 1244.4 253.4412 39.73597 0.00504 0.00122 71.659831437 -0.00404 0.00124 0.00301 0.00117 12.4896 0.01278
23.0 10.0 1201.2 1240.8 253.44119 39.736 0.00279 0.0012 74.8683950897 -0.00241 0.00121 0.00141 0.00114 12.4934 0.01359
23.0 11.0 1204.0 1239.8 253.44132 39.736 0.00445 0.00122 65.8156619267 -0.00296 0.00126 0.00333 0.00119 12.4897 0.01265
23.0 12.0 1199.5 1237.1 253.44116 39.73597 0.00507 0.00104 80.2140913183 -0.00477 0.00104 0.0017 0.00098 12.49394 0.01342
23.0 13.0 1201.8 1239.8 253.44115 39.73598 0.00369 0.00122 60.9455206681 -0.00195 0.00128 0.00313 0.00119 12.49754 0.0142
23.0 15.0 1202.0 1245.9 253.44116 39.73597 0.00365 0.0012 57.3645344485 -0.00153 0.00127 0.00332 0.00119 12.49323 0.01389
23.0 18.0 1203.5 1241.8 253.44117 39.73597 0.00441 0.00108 68.3595945371 -0.00321 0.00111 0.00302 0.00104 12.49155 0.0127
23.0 19.0 1199.2 1241.6 253.44118 39.73595 0.00642 0.0013 78.3347897503 -0.00589 0.00132 0.00254 0.00122 12.49582 0.01437
23.0 20.0 1197.2 1239.8 253.44117 39.73599 0.00434 0.00112 64.1598138987 -0.00269 0.00115 0.00341 0.0011 12.49508 0.01343
23.0 22.0 1206.8 1239.6 253.44112 39.73595 0.00766 0.00125 77.9566376055 -0.007 0.00126 0.00313 0.00118 12.49024 0.01414
23.0 23.0 1200.8 1235.1 253.44114 39.73596 0.00794 0.00122 70.4738088011 -0.00617 0.00124 0.005 0.00118 12.49257 0.01384
23.0 24.0 1202.0 1240.8 253.44117 39.73599 0.0051 0.00136 80.4490040143 -0.00482 0.00136 0.00167 0.00128 12.48917 0.01373
23.0 25.0 1197.2 1240.3 253.44119 39.73597 0.00335 0.00126 80.8156970032 -0.00318 0.00127 0.00106 0.00119 12.49494 0.01279
23.0 26.0 1202.8 1241.8 253.44119 39.73598 0.00281 0.00122 -78.0941474763 -0.00257 0.00124 -0.00113 0.00115 12.50075 0.0157
23.0 27.0 1201.8 1245.9 253.44115 39.73597 0.00545 0.00127 -83.3882775033 -0.00531 0.00127 -0.00125 0.0012 12.49695 0.01404
23.0 28.0 1207.2 1240.6 253.44116 39.73594 0.00552 0.00094 69.5685354848 -0.00418 0.00097 0.00361 0.0009 12.49719 0.01499
23.0 29.0 1201.8 1238.3 253.4412 39.73598 0.00591 0.00126 55.2846976522 -0.00208 0.00132 0.00554 0.00125 12.49329 0.01559
23.0 30.0 1201.2 1242.8 253.44136 39.736 0.00732 0.00116 77.6300516623 -0.00665 0.00117 0.00306 0.00111 12.49049 0.01175
23.0 31.0 1201.2 1239.1 253.44116 39.73597 0.00543 0.00134 74.599104926 -0.00466 0.00136 0.00278 0.00127 12.49773 0.01513
23.0 32.0 1211.2 1248.4 253.44116 39.73595 0.00579 0.00083 73.7683161231 -0.00488 0.00086 0.00311 0.00077 12.49303 0.01539
23.0 34.0 1197.0 1241.9 253.44121 39.73598 0.0096 0.00109 86.9406158332 -0.00955 0.00109 0.00102 0.00103 12.4939 0.01601
23.0 36.0 1197.2 1237.6 253.44115 39.73595 0.0059 0.00156 71.0353074403 -0.00465 0.0016 0.00363 0.0015 12.49994 0.01248
23.0 37.0 1194.8 1239.8 253.44118 39.73596 0.00745 0.00119 75.5788627557 -0.00652 0.00121 0.00359 0.00112 12.48987 0.01287
23.0 38.0 1200.0 1243.6 253.44115 39.73596 0.00564 0.00133 67.8783099891 -0.00404 0.00138 0.00394 0.00128 12.49456 0.01399
23.0 39.0 1207.5 1247.4 253.44115 39.73594 0.00403 0.00132 79.4520574508 -0.00376 0.00133 0.00145 0.00124 12.49673 0.01508
23.0 40.0 1202.0 1240.6 253.44119 39.73596 0.00414 0.0015 76.9367727302 -0.00371 0.00152 0.00182 0.00144 12.49295 0.01132
23.0 41.0 1210.5 1243.6 253.44118 39.73593 0.00537 0.00118 86.9062383654 -0.00534 0.00119 0.00058 0.00111 12.49322 0.01055
23.0 47.0 1198.8 1243.4 253.44112 39.73594 0.00328 0.00149 -87.1296919055 -0.00326 0.00149 -0.00033 0.00139 12.50182 0.01646
23.0 48.0 1205.0 1244.6 253.44117 39.73592 0.00312 0.00127 -86.5395453766 -0.0031 0.00127 -0.00038 0.00121 12.50023 0.01105
23.0 49.0 1207.0 1237.8 253.44112 39.73594 0.00396 0.00153 86.2358777451 -0.00393 0.00153 0.00052 0.00139 12.4972 0.01423
23.0 51.0 1195.2 1244.6 253.44116 39.73597 0.0048 0.00129 -82.0876633084 -0.00462 0.0013 -0.00131 0.00122 12.49808 0.01527
23.0 52.0 1199.2 1244.1 253.44128 39.736 0.0051 0.00121 75.2809247022 -0.00444 0.00122 0.00251 0.00115 12.49301 0.01442
23.0 55.0 1193.2 1237.8 253.44115 39.73597 0.01218 0.00121 51.4057733791 -0.0027 0.00128 0.01188 0.00121 12.49392 0.01373
23.0 56.0 1205.5 1240.8 253.44117 39.73595 0.00402 0.00119 77.3550319206 -0.00363 0.0012 0.00172 0.00113 12.48779 0.01122
23.0 58.0 1201.8 1239.3 253.4412 39.73601 0.00476 0.00224 -83.073150716 -0.00462 0.00225 -0.00114 0.00207 12.50586 0.01692
23.0 61.0 1194.2 1235.8 253.44121 39.73601 0.00968 0.00124 68.250732556 -0.00703 0.00128 0.00667 0.00119 12.49877 0.01396
23.0 62.0 1200.8 1237.6 253.44116 39.73596 0.00569 0.00127 74.4386767434 -0.00487 0.0013 0.00294 0.00119 12.50223 0.01577
23.0 63.0 1196.8 1238.6 253.44112 39.73594 0.00443 0.00218 -89.0089934736 -0.00443 0.00218 -0.00015 0.00204 12.50048 0.01697
23.0 65.0 1203.2 1244.6 253.44114 39.73593 0.00285 0.00137 88.6136525949 -0.00285 0.00137 0.00014 0.00129 12.49876 0.01686
23.0 66.0 1199.8 1244.6 253.44115 39.73594 0.00486 0.00125 84.9066156604 -0.00479 0.00125 0.00086 0.00117 12.50338 0.01799
23.0 68.0 1191.0 1239.3 253.44115 39.73598 0.00525 0.00126 59.0146528985 -0.00247 0.00131 0.00464 0.00124 12.50103 0.01858
23.0 69.0 1197.8 1242.6 253.44114 39.73595 0.00656 0.00191 86.8718608977 -0.00652 0.00191 0.00071 0.00159 12.49853 0.01776
