ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
20.0 2.0 1884.8 1573.8 237.8021 58.0479 0.00935 0.00381 -64.9218477663 -0.00599 0.00498 -0.00718 0.00271 15.60981 0.15463
20.0 6.0 1888.0 1587.7 237.80205 58.04792 0.02163 0.00825 0.0343774677078 0.02163 0.00825 3e-05 0.00405 15.59641 0.02777
20.0 10.0 1887.8 1583.7 237.80209 58.04789 0.01497 0.00534 87.9146440849 -0.01493 0.00535 0.00109 0.00264 15.63111 0.02514
20.0 11.0 1890.0 1587.7 237.80162 58.04793 0.00741 0.00317 58.5448275065 -0.00337 0.00509 0.00659 0.00243 15.96179 0.06832
20.0 13.0 1880.6 1579.8 237.80203 58.04786 0.02326 0.00766 -79.2515222225 -0.02164 0.00812 -0.00852 0.00344 15.7545 0.11818
20.0 22.0 1888.0 1587.7 237.80211 58.04799 0.01933 0.00441 82.1965252895 -0.01862 0.00454 0.0052 0.00216 15.6443 0.02507
20.0 25.0 1890.1 1582.2 237.80221 58.04783 0.06256 0.01331 87.1239623276 -0.06225 0.01336 0.00627 0.00639 15.6293 0.03034
20.0 28.0 1892.5 1583.7 237.80206 58.04792 0.01813 0.00778 15.9053083928 0.01541 0.00881 0.00956 0.00402 15.7406 0.12388
20.0 29.0 1891.2 1583.7 237.80204 58.04809 0.00842 0.00371 47.6414406651 -0.00078 0.00862 0.00839 0.00364 -2.06755 2.78965
20.0 34.0 1885.2 1587.0 237.80199 58.04784 0.01497 0.00679 -64.7671491616 -0.00953 0.00915 -0.01155 0.00452 15.49707 0.16973
20.0 36.0 1896.8 1586.7 237.80172 58.048 0.03906 0.01012 1.18602263592 0.03902 0.01013 0.00161 0.0045 15.62625 0.03742
