ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
8.0 0.0 1255.9 457.1 279.66517 48.11214 0.00168 0.00071 86.7400806049 -0.00167 0.00347334133076 0.00019 0.00346346647161 13.21497 0.01851
8.0 1.0 1255.9 457.9 279.66517 48.11206 0.00284 0.00089 81.8871280801 -0.00273 0.00089 0.00079 0.00083 13.22048 0.0184
8.0 2.0 1254.6 455.4 279.66465 48.1118 0.0052 0.00111 89.7996752309 -0.0052 0.00111 4e-05 0.00102 13.26327 0.04575
8.0 7.0 1251.9 459.1 279.66516 48.11205 0.00561 0.001 -71.7686934181 -0.00451 0.00103 -0.00333 0.00095 13.22991 0.02157
8.0 8.0 1249.4 455.1 279.66445 48.11265 0.00488 0.00118 74.1464682679 -0.00415 0.0012 0.00257 0.00112 13.20783 0.02932
8.0 9.0 1250.9 453.1 279.6649 48.11236 0.00251 0.00121 87.7542159022 -0.0025 0.00121 0.0002 0.00111 13.19529 0.03156
8.0 10.0 1247.9 459.1 279.66419 48.11114 0.00292 0.00105 -81.8527506124 -0.00281 0.00106 -0.00082 0.00099 13.21648 0.0145
8.0 11.0 1252.1 460.1 279.66501 48.11212 0.00212 0.00093 -77.9680967614 -0.00193 0.00094 -0.00086 0.00087 13.18485 0.03042
8.0 21.0 1254.1 460.6 279.66519 48.11235 0.0029 0.00082 -89.8455118545 -0.0029 0.00082 -2e-05 0.00075 13.21517 0.01843
8.0 24.0 1255.4 459.6 279.66501 48.11168 0.00527 0.00154 -58.4416951033 -0.00238 0.00168 -0.0047 0.0015 13.22038 0.02407
8.0 40.0 1253.9 456.4 279.66487 48.11234 0.004 0.00098 82.5517591224 -0.00387 0.00098 0.00103 0.00092 13.2113 0.02696
8.0 42.0 1252.4 454.1 279.66507 48.1117 0.00448 0.0012 51.1765902611 -0.00096 0.0013 0.00437 0.0012 13.21515 0.03241
