ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
18.0 0.0 282.5 504.6 279.83731 48.10677 0.00522 0.00088 -42.6280599577 0.00043 0.00345606712898 -0.00521 0.00351203644628 13.16901 0.01848
18.0 6.0 274.4 496.7 279.83784 48.10728 0.00283 0.00108 -75.6533472691 -0.00248 0.00096 -0.00136 0.00142 13.15051 0.02274
18.0 9.0 277.0 498.2 279.83753 48.10713 0.00592 0.00146 -51.887057927 -0.00141 0.00102 -0.00575 0.00148 13.13929 0.03156
18.0 14.0 277.5 498.7 279.83682 48.10683 0.00507 0.00238 54.247644043 -0.00161 0.00144 0.00481 0.00246 13.13638 0.01988
18.0 15.0 275.0 499.7 279.83666 48.10671 0.00618 0.001 -44.129209381 0.00019 0.00072 -0.00618 0.001 13.14551 0.02174
18.0 18.0 277.0 503.1 279.83668 48.1067 0.00721 0.00122 -46.3064490025 -0.00033 0.00077 -0.0072 0.00122 13.13749 0.02467
18.0 19.0 279.0 504.9 279.83662 48.10675 0.00638 0.00125 -47.3721505014 -0.00053 0.00077 -0.00636 0.00126 13.13991 0.02429
18.0 20.0 278.8 505.6 279.83701 48.1067 0.00482 0.00134 -46.6158462118 -0.00027 0.00095 -0.00481 0.00134 13.1694 0.01839
18.0 21.0 280.5 507.6 279.83693 48.10658 0.00816 0.001 -35.0764762179 0.00277 0.0007 -0.00767 0.00103 13.16219 0.01838
18.0 23.0 278.2 498.9 279.83653 48.10669 0.00812 0.00109 -51.652145231 -0.00187 0.00076 -0.0079 0.0011 13.16989 0.0177
18.0 25.0 277.0 502.1 279.83681 48.10679 0.00854 0.0013 -28.8484249848 0.00456 0.00094 -0.00722 0.00142 13.12831 0.03706
18.0 27.0 278.0 496.2 279.83655 48.10669 0.01181 0.00104 -44.3240150313 0.00028 0.00073 -0.0118 0.00104 13.14959 0.02603
18.0 28.0 281.5 497.6 279.83702 48.10672 0.00621 0.00131 -47.062753292 -0.00045 0.0008 -0.00619 0.00131 13.16265 0.01816
18.0 39.0 274.4 494.4 279.8366 48.10665 0.00279 0.00111 -52.597525593 -0.00073 0.00079 -0.0027 0.00113 13.1621 0.02265
