ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
45.0 0.0 672.2 1723.8 250.80042 39.72945 0.00687 0.00135 4.86441168066 0.00064 0.00359243649909 -0.00684 0.00365820994477 14.72239 0.03163
45.0 1.0 671.2 1727.6 250.80047 39.7295 0.01418 0.00126 0.0389 -0.00313 0.00109 -0.01383 0.00126 14.73672 0.03129
45.0 2.0 670.8 1717.6 250.80039 39.72947 0.01906 0.00177 0.0405 9e-05 0.00154 -0.01906 0.00177 14.69991 0.03174
45.0 3.0 671.2 1723.6 250.80102 39.72882 0.00518 0.00126 0.1125 -0.00224 0.00113 -0.00467 0.00129 14.71949 0.03193
45.0 4.0 676.4 1725.1 250.80107 39.72881 0.01805 0.00147 0.0355 0.0017 0.00128 -0.01797 0.00147 14.70551 0.02939
45.0 5.0 673.0 1725.3 250.80041 39.72949 0.01296 0.00124 0.0424 -0.00254 0.00109 -0.01271 0.00125 14.74129 0.03141
45.0 6.0 676.4 1726.3 250.80107 39.72883 0.00883 0.00134 0.0664 -0.00114 0.00117 -0.00876 0.00135 14.69939 0.03711
45.0 7.0 674.7 1726.3 250.80104 39.72882 0.01922 0.00145 0.0323 0.00316 0.00124 -0.01896 0.00145 14.71095 0.03343
45.0 9.0 677.9 1726.6 250.80039 39.72953 0.01234 0.00149 0.0518 -0.00149 0.00127 -0.01225 0.00149 14.72889 0.03095
45.0 11.0 677.7 1730.6 250.80041 39.72954 0.02192 0.00167 0.0343 0.00694 0.00148 -0.02079 0.00169 14.69761 0.03107
45.0 12.0 670.5 1725.6 250.80032 39.72953 0.01929 0.00136 0.0306 -0.00074 0.00118 -0.01928 0.00136 14.69549 0.04
45.0 14.0 682.7 1728.3 250.80102 39.72885 0.01896 0.00348 0.0802 -0.00048 0.00304 -0.01895 0.00348 14.75717 0.0403
45.0 15.0 664.5 1725.6 250.80039 39.72948 0.02132 0.0019 0.0382 0.00032 0.00163 -0.02132 0.0019 14.72827 0.04186
45.0 16.0 675.2 1724.6 250.80046 39.7295 0.01944 0.00184 0.0409 -0.00489 0.00157 -0.01881 0.00186 14.71434 0.03352
45.0 17.0 679.4 1725.6 250.80101 39.72887 0.0138 0.00148 0.0479 -0.00262 0.00131 -0.01355 0.00149 14.70632 0.03801
45.0 19.0 673.5 1725.6 250.80039 39.7294 0.01111 0.0017 0.064 -0.00183 0.00141 -0.01096 0.00171 14.71084 0.03833
45.0 20.0 679.2 1725.6 250.80047 39.7294 0.01432 0.00437 0.1357 -0.00256 0.00387 -0.01409 0.00438 14.71191 0.01659
45.0 22.0 671.0 1720.6 250.80106 39.7288 0.01642 0.00432 0.1157 -0.00374 0.00377 -0.01599 0.00435 14.74122 0.04798
45.0 23.0 676.0 1729.6 250.80099 39.72899 0.00948 0.00202 0.1005 -0.0051 0.00182 -0.00798 0.00209 14.83058 0.05855
45.0 24.0 670.8 1723.6 250.80101 39.72877 0.01551 0.00233 0.0654 -0.00481 0.00199 -0.01474 0.00236 14.73552 0.03211
45.0 26.0 670.5 1729.6 250.80035 39.72945 0.01484 0.00165 0.0498 -0.00364 0.00147 -0.01439 0.00166 14.70138 0.03088
45.0 28.0 677.2 1726.6 250.80089 39.72884 0.01816 0.00303 0.0655 -0.00264 0.00236 -0.01797 0.00305 14.69544 0.03399
45.0 29.0 669.0 1718.6 250.80099 39.72874 0.02158 0.0022 0.0462 -0.00981 0.00192 -0.01922 0.00227 14.6805 0.03603
45.0 30.0 665.2 1724.6 250.80047 39.72937 0.03059 0.00376 0.0524 0.00781 0.00316 -0.02958 0.0038 14.65896 0.04439
45.0 31.0 674.2 1721.6 250.80044 39.72945 0.01929 0.00449 0.1023 0.00128 0.00394 -0.01925 0.0045 14.68008 0.023
45.0 34.0 675.4 1723.6 250.801 39.7288 0.02942 0.00872 0.1317 -0.01255 0.00745 -0.02661 0.00898 14.63552 0.02042
45.0 36.0 672.0 1721.6 250.80033 39.7294 0.01176 0.0036 0.1327 0.00478 0.00299 -0.01075 0.00371 14.67983 0.04112
45.0 37.0 674.5 1724.8 250.80104 39.7288 0.02651 0.00315 0.0494 -0.00478 0.0026 -0.02607 0.00317 14.68293 0.03605
45.0 38.0 663.8 1724.6 250.80035 39.72947 0.02661 0.00711 0.1225 0.00796 0.00645 -0.02539 0.00717 14.66328 0.02555
45.0 39.0 666.8 1720.8 250.80106 39.72899 0.02085 0.00333 0.07 -0.00743 0.00284 -0.01948 0.00339 14.79491 0.09267
45.0 42.0 662.8 1731.8 250.80078 39.72885 0.03505 0.00976 0.1207 0.00265 0.00846 -0.03495 0.00977 14.62932 0.02855
