ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
52.0 1.0 1919.2 852.6 250.60846 39.83187 0.01665 0.00403 0.0693 0.0158 0.00419 0.00525 0.00199 15.72429 0.05159
52.0 3.0 1922.8 853.1 250.60856 39.83195 0.0114 0.00417 0.1168 0.01034 0.00449 0.00479 0.00207 15.69394 0.05157
52.0 4.0 1925.6 850.3 250.60853 39.83193 0.02728 0.00553 0.0482 0.02669 0.00563 0.00565 0.00241 15.69209 0.04687
52.0 5.0 1921.0 849.6 250.60845 39.83194 0.01466 0.00411 0.0788 0.01395 0.00427 0.00449 0.002 15.72756 0.05084
52.0 6.0 1925.0 851.1 250.60853 39.83193 0.01322 0.00399 0.1284 0.01043 0.00477 0.00812 0.00218 15.65496 0.06109
52.0 7.0 1923.5 851.6 250.60855 39.83194 0.0124 0.00449 0.1379 0.01041 0.00513 0.00674 0.00235 15.68781 0.05437
52.0 11.0 1926.0 855.6 250.60843 39.83189 0.03421 0.007 0.0416 0.03414 0.00702 0.00223 0.00281 15.64962 0.04975
52.0 19.0 1921.5 850.6 250.60859 39.83206 0.01344 0.00511 0.2064 0.0089 0.00689 0.01007 0.00307 15.65189 0.0643
52.0 30.0 1914.8 850.1 250.60838 39.83185 0.03869 0.01118 0.1959 0.02076 0.01735 0.03264 0.00734 15.52681 0.07328
52.0 36.0 1923.0 850.6 250.60841 39.83195 0.04216 0.01434 0.15 -0.03226 0.01779 0.02714 0.00702 15.57918 0.0717
52.0 37.0 1921.8 848.1 250.60854 39.83199 0.0233 0.00615 0.3136 0.00311 0.01473 0.02309 0.00587 15.558 0.05975
