ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
40.0 0.0 264.6 1480.5 250.86322 39.75821 0.00536 0.00137 9.67152758181 -0.00484 0.00360889179666 -0.00231 0.00390466387798 14.84278 0.03271
40.0 1.0 262.9 1484.8 250.86322 39.75821 0.00491 0.00172 0.12 -0.0012 0.00113 -0.00476 0.00175 14.8605 0.03256
40.0 2.0 262.4 1475.8 250.86318 39.75821 0.00519 0.00177 0.2323 -0.00476 0.00159 0.00206 0.00253 14.82631 0.03284
40.0 6.0 268.4 1483.8 250.86388 39.75745 0.00898 0.00122 0.1049 -0.0089 0.00121 -0.00124 0.0019 14.8156 0.0386
40.0 7.0 266.6 1483.5 250.8639 39.75744 0.00964 0.00132 0.106 -0.00942 0.00127 -0.00206 0.00207 14.82768 0.03468
40.0 11.0 269.6 1488.2 250.86319 39.75821 0.00725 0.00223 0.1262 0.00381 0.00153 -0.00617 0.00245 14.81409 0.03221
40.0 14.0 275.6 1483.8 250.864 39.7575 0.01864 0.00365 0.1223 -0.01626 0.00315 0.00911 0.00492 14.8715 0.04455
40.0 15.0 256.9 1481.7 250.86322 39.75822 0.00867 0.00282 0.0986 0.0009 0.00169 0.00862 0.00282 14.8403 0.04435
40.0 16.0 266.6 1482.8 250.86324 39.7582 0.00992 0.00275 0.0859 -0.00237 0.00162 -0.00964 0.0028 14.8358 0.03497
40.0 17.0 271.1 1483.8 250.86379 39.75749 0.01399 0.00178 0.0623 -0.00966 0.00134 -0.01012 0.0021 14.82664 0.0395
40.0 19.0 265.1 1482.8 250.8632 39.75824 0.00652 0.00245 0.1239 -0.00218 0.00145 -0.00614 0.00255 14.83006 0.04007
40.0 20.0 272.4 1480.8 250.86322 39.75818 0.01647 0.0042 0.1836 -0.01582 0.00399 -0.00458 0.00619 14.82305 0.01835
40.0 21.0 259.7 1481.5 250.86328 39.75821 0.00694 0.00243 0.1194 -0.00249 0.00148 -0.00648 0.00254 14.8221 0.04649
40.0 24.0 262.6 1479.5 250.86395 39.75743 0.00788 0.00282 0.1975 -0.00606 0.00202 -0.00505 0.00369 14.83837 0.03392
40.0 25.0 267.1 1479.0 250.86379 39.75738 0.00789 0.0027 0.1892 -0.00611 0.00201 -0.00499 0.00348 14.90929 0.08258
40.0 26.0 261.7 1487.3 250.8632 39.75826 0.00585 0.00193 0.1756 0.00444 0.00151 0.00381 0.00238 14.82164 0.0319
40.0 27.0 261.6 1482.8 250.86427 39.75729 0.01277 0.00173 0.1283 -0.01269 0.0017 -0.00151 0.0033 14.82344 0.04659
40.0 29.0 261.1 1474.7 250.86383 39.7574 0.00616 0.00238 0.265 -0.00551 0.002 -0.00274 0.00351 14.78836 0.03748
40.0 32.0 262.6 1487.3 250.86325 39.75827 0.01375 0.00337 0.0693 -8e-05 0.0019 -0.01375 0.00337 14.76442 0.05751
40.0 35.0 270.6 1487.8 250.86393 39.75762 0.01963 0.00378 0.1218 0.01674 0.00302 -0.01025 0.00529 14.86302 0.11402
40.0 36.0 264.4 1478.2 250.8629 39.7581 0.02628 0.00639 0.0605 0.00326 0.0031 -0.02608 0.00643 14.76915 0.04285
40.0 40.0 271.4 1489.8 250.86428 39.75757 0.14954 0.01092 0.0228 0.0019 0.00681 -0.14953 0.01092 14.7976 0.03772
