ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
24.0 0.0 628.9 466.9 238.43414 13.0161 0.1016 0.02435 -60.1548389108 -0.05128 0.0220536640947 -0.08771 0.0253986003551 17.83479 0.10578
24.0 1.0 633.4 472.3 238.43414 13.01608 0.12205 0.02201 -46.3236377363 -0.00563 0.01957 -0.12192 0.02201 18.10294 0.15569
24.0 3.0 631.6 475.3 238.43403 13.01588 0.12802 0.03433 -42.7598402506 0.01001 0.02931 -0.12763 0.03436 17.75816 0.1627
24.0 4.0 630.6 459.3 238.43428 13.01607 0.09099 0.01995 -45.5214968231 -0.00166 0.01835 -0.09098 0.01995 18.26529 0.2163
24.0 9.0 633.1 472.3 238.43397 13.01602 0.11061 0.01635 -51.8985170829 -0.02639 0.01522 -0.10742 0.01642 17.97015 0.08902
24.0 10.0 630.6 463.6 238.43396 13.01602 0.10686 0.02581 -60.6991488162 -0.05567 0.02483 -0.09121 0.02616 17.65907 0.15181
24.0 14.0 633.4 467.8 238.43363 13.01534 0.06904 0.03088 -40.599789363 0.01056 0.02714 -0.06823 0.03096 18.30798 0.28312
24.0 22.0 632.9 461.3 238.43362 13.01528 0.08215 0.02125 -47.887812517 -0.00827 0.01727 -0.08174 0.02128 18.17425 0.16809
24.0 27.0 632.1 472.3 238.43368 13.01553 0.10795 0.03786 -45.0344826973 -0.00012 0.03731 -0.10795 0.03786 18.12193 0.25734
24.0 30.0 636.9 474.8 238.43361 13.01528 0.14545 0.03292 -51.8412213034 -0.03442 0.0278 -0.14132 0.0332 17.76515 0.18381
