ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
14.0 0.0 1430.9 1779.4 238.33671 12.86036 0.02458 0.0082 55.5998244395 -0.00889 0.01103675677 0.02291 0.00849965293409 16.742 0.04152
14.0 6.0 1441.1 1781.1 238.33672 12.86034 0.02113 0.00929 7.09321750372 0.02049 0.00944 0.00518 0.00669 16.71572 0.03754
14.0 8.0 1438.6 1783.1 238.33679 12.86035 0.02296 0.0087 41.6998683296 0.00264 0.0111 0.02281 0.00866 16.72296 0.04829
14.0 11.0 1439.9 1774.9 238.33677 12.86039 0.02227 0.00642 47.778950536 -0.00216 0.00834 0.02216 0.0064 16.79616 0.04187
14.0 13.0 1438.4 1781.4 238.33671 12.86036 0.02849 0.01015 16.3694042069 0.02397 0.01085 0.01541 0.0082 16.7382 0.07604
14.0 15.0 1441.1 1775.1 238.33672 12.86039 0.02455 0.00826 19.2341931825 0.01922 0.00892 0.01527 0.0071 16.74038 0.06334
14.0 16.0 1434.6 1775.1 238.33675 12.86041 0.01886 0.00844 74.5360795686 -0.01618 0.00909 0.00969 0.00629 16.78285 0.07895
14.0 17.0 1432.9 1779.9 238.33673 12.86038 0.03197 0.00873 28.2067122543 0.01769 0.0102 0.02663 0.008 16.75909 0.05657
14.0 19.0 1439.4 1782.4 238.33584 12.85954 0.02806 0.01015 23.181872391 0.01936 0.01174 0.02031 0.00846 16.74492 0.0662
14.0 22.0 1436.4 1773.1 238.33593 12.85952 0.01517 0.00625 41.4477668998 0.00188 0.00843 0.01505 0.00621 16.73992 0.05418
14.0 24.0 1427.4 1781.4 238.33587 12.8595 0.02163 0.00981 36.5547073293 0.00628 0.01295 0.0207 0.00946 16.78557 0.10776
14.0 26.0 1433.1 1778.1 238.33723 12.86039 0.04693 0.01238 33.5123014372 0.01832 0.01567 0.0432 0.01169 16.67991 0.06165
14.0 27.0 1439.1 1782.1 238.33738 12.8612 0.04265 0.01386 9.25326839136 0.04044 0.0142 0.01354 0.01025 16.78872 0.08903
14.0 30.0 1443.8 1785.2 238.33679 12.86032 0.04399 0.01306 -0.0974028251722 0.04399 0.01306 -0.00015 0.01031 16.71839 0.07581
14.0 39.0 1437.6 1780.4 238.33718 12.86107 0.09899 0.02246 14.8453364718 0.08599 0.0241 0.04903 0.0164 16.62663 0.12722
14.0 41.0 1437.4 1783.6 238.3367 12.8604 0.14528 0.0249 19.0164692204 0.11443 0.02728 0.08952 0.02041 16.67234 0.14121
14.0 42.0 1437.1 1780.1 238.33724 12.86119 0.1038 0.0255 26.361788154 0.06287 0.03043 0.08259 0.02215 16.74946 0.0873
