ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
20.0 0.0 767.9 436.2 238.4171 13.01969 0.00656 0.00292 62.8190926581 -0.00382 0.00437292808082 0.00533 0.0045343136195 15.4001 0.017
20.0 2.0 766.2 435.0 238.4171 13.01974 0.00743 0.00263 76.0658768816 -0.00657 0.0026 0.00347 0.00271 15.42102 0.01653
20.0 4.0 769.4 428.8 238.41735 13.01937 0.01226 0.00245 70.1243045461 -0.00943 0.00241 0.00784 0.00251 15.32958 0.03337
20.0 5.0 776.1 440.3 238.41703 13.01965 0.01018 0.00218 46.6788715693 -0.0006 0.00205 0.01016 0.00218 15.30738 0.02979
20.0 12.0 772.4 441.1 238.41682 13.01888 0.00995 0.00261 49.0509168411 -0.0014 0.00252 0.00985 0.00261 15.40807 0.02401
20.0 13.0 772.9 438.2 238.41715 13.01968 0.00863 0.00305 75.5788627557 -0.00756 0.00307 0.00416 0.00296 15.32407 0.03873
20.0 14.0 772.4 437.2 238.41677 13.01896 0.00692 0.0032 64.5838026671 -0.00437 0.00306 0.00536 0.00328 15.32334 0.04127
20.0 16.0 764.9 435.2 238.41704 13.01959 0.00932 0.00228 84.247714196 -0.00913 0.00227 0.00186 0.00253 15.32021 0.03907
20.0 18.0 761.2 436.2 238.41694 13.01905 0.00746 0.00365 73.7855048569 -0.00629 0.00348 0.004 0.00404 15.42688 0.02823
20.0 19.0 770.6 441.8 238.41698 13.01899 0.0089 0.00314 57.0379485053 -0.00363 0.00297 0.00813 0.00317 15.32868 0.03478
20.0 21.0 775.6 445.3 238.41729 13.01923 0.03018 0.00472 87.8859961951 -0.0301 0.00472 0.00223 0.00485 15.39518 0.03181
20.0 26.0 768.4 435.8 238.41726 13.01927 0.00904 0.0045 46.9939983566 -0.00063 0.00422 0.00902 0.0045 15.40401 0.02409
20.0 28.0 767.4 444.3 238.41695 13.01897 0.01074 0.00335 45.1605334122 -6e-05 0.00318 0.01074 0.00335 15.29082 0.03508
20.0 31.0 769.4 439.1 238.41694 13.01923 0.0219 0.00596 20.6608580924 0.01645 0.00575 0.01446 0.00622 15.33558 0.05489
20.0 32.0 775.1 445.6 238.41727 13.01931 0.0207 0.00304 56.9462752581 -0.00839 0.0028 0.01893 0.00309 15.29129 0.05278
20.0 35.0 773.9 441.3 238.41739 13.01985 0.02082 0.00758 15.9511450164 0.01768 0.00729 0.011 0.00828 15.39898 0.03888
20.0 40.0 777.9 442.3 238.41705 13.01927 0.02806 0.0075 -19.9274721147 0.02154 0.00727 -0.01798 0.0078 15.29191 0.07782
20.0 42.0 773.9 437.0 238.41692 13.01917 0.05235 0.00809 18.0481705466 0.0423 0.00773 0.03084 0.00873 15.34495 0.02734
20.0 44.0 778.4 443.6 238.4174 13.01947 0.02426 0.00964 69.7633411351 -0.01845 0.00958 0.01574 0.00973 15.29212 0.14933
